Intersection,Borough,score
Mc Guinness Blvd South,Brooklyn,0.27586206896551724
Bleecker Street,Brooklyn,0.2727272727272727
77 AV,Queens,0.2727272727272727
GOETHALS AV,Queens,0.2716049382716049
BOROUGH BOUNDARY,Brooklyn,0.2711864406779661
RUTGERS ST,Manhattan,0.2708333333333333
PECK SLIP,Manhattan,0.2698412698412698
MESEROLE AV,Brooklyn,0.2692307692307692
HILL AV,Bronx,0.2692307692307692
E/B JAMAICA AVE @ 202 ST,Queens,0.2692307692307692
ALLEN ST,Manhattan,0.2676056338028169
Apollo Street,Brooklyn,0.26666666666666666
SLOSSON AV,Staten Island,0.26666666666666666
202 ST,Queens,0.2653061224489796
WAVE STREET,Staten Island,0.2631578947368421
HUGUENOT AVENUE,Staten Island,0.2631578947368421
GOETHALS ROAD NORTH,Staten Island,0.2631578947368421
GUYON AVENUE,Staten Island,0.2631578947368421
UNNAMED STREET,Manhattan,0.2608695652173913
ELDRIDGE ST,Manhattan,0.26
MATTHEWS AV,Bronx,0.25925925925925924
KANE ST,Brooklyn,0.25882352941176473
CLINTON AV,Brooklyn,0.25806451612903225
METROPOLITAN AV,Queens,0.25757575757575757
Kew Forest Lane,Queens,0.2571428571428571
SMART ST,Queens,0.2558139534883721
8 ST,Brooklyn,0.25
184 ST,Queens,0.25
223 Street,Queens,0.25
47 ST,Brooklyn,0.25
W/B BROOKLYN BRIDGE,Manhattan,0.24705882352941178
BROAD STREET,Manhattan,0.2463768115942029
ATTORNEY ST,Manhattan,0.2463768115942029
CROSBY ST,Manhattan,0.2463768115942029
W/B JEFFERSON AVE @  N RAILROAD AVE,Staten Island,0.24528301886792453
East 98 Street,Brooklyn,0.24444444444444444
East 17 Street,Brooklyn,0.24444444444444444
ATLANTIC AVE BET HENRY & HICKS STS,Brooklyn,0.24
153 ST,Queens,0.23958333333333334
ST JAMES PLACE,Manhattan,0.23809523809523808
S/B AMSTERDAM AVE @ W 125 ST,Manhattan,0.23728813559322035
73 PL,Queens,0.23423423423423423
S/B 76 ST @ MYRTLE AVE,Queens,0.23423423423423423
STATEN ISL EXWY WB EXIT 12/REON AV,Staten Island,0.23404255319148937
N/B 150 ST @ 75 AVE,Queens,0.23214285714285715
263 ST,Queens,0.23214285714285715
160 ST,Queens,0.23157894736842105
E/B 32 AVE @ 203 ST,Queens,0.22807017543859648
N/B 164 ST @ 77 ROAD,Queens,0.2268041237113402
CANAL ST/ESSEX ST,Manhattan,0.22580645161290322
Western Avenue,Staten Island,0.22448979591836735
South Railroad Avenue,Staten Island,0.22448979591836735
Bay Street,Staten Island,0.22448979591836735
Amboy Road,Staten Island,0.22448979591836735
W/B RICE AVE @ SLOSSON AVE,Staten Island,0.22413793103448276
E/B QUEENSBORO BR SOUTH INNER RDWY,Manhattan,0.2236842105263158
NB BROADWAY APPR TO W 230 th ST,Bronx,0.2236842105263158
ROOSEVELT IS BR,Manhattan,0.2236842105263158
VAN CORTLANDT PARK E,Bronx,0.2236842105263158
PULASKI BR,Brooklyn,0.2236842105263158
E/B SHORE PKWY(BELT PKWY) @ FOUNTAIN AVE,Brooklyn,0.2236842105263158
MADISON AV BR,Manhattan,0.2236842105263158
E/B MADISON AVE BR@MAJOR DEEGAN EXPWY,Manhattan,0.2236842105263158
3 AV BR,Manhattan,0.2236842105263158
WBB E/B SOUTH OUTER ROADWAY,Manhattan,0.2236842105263158
W/B WILLIAMSBURG BR NORTH OUTER RDWY,Manhattan,0.2236842105263158
WILLIAMSBURG BR,Manhattan,0.2236842105263158
S/B 164 ST @ 77 ROAD,Queens,0.22105263157894736
S/B TROTTING CO LN@METROPOLITAN AVE,Queens,0.21428571428571427
S/B FRESH POND RD @ METROPOLITAN AVE,Queens,0.21428571428571427
W/B E HOUSTON ST @ ALLEN ST,Manhattan,0.21348314606741572
NORTH RAILROAD AVENUE,Staten Island,0.208955223880597
James Street,Manhattan,0.20754716981132076
W 230 ST,Bronx,0.20618556701030927
BK BR EN RP,Manhattan,0.205607476635514
E/B 64 AVE @ 184 ST,Queens,0.20491803278688525
W/B 64 AVE @ 184 ST,Queens,0.20491803278688525
W 126 ST,Manhattan,0.20270270270270271
HENRY ST,Brooklyn,0.20212765957446807
203 ST,Queens,0.2
ALDERTON ST,Queens,0.19811320754716982
ROYAL OAK RD,Staten Island,0.19444444444444445
74 AV,Queens,0.19424460431654678
75 RD,Queens,0.19424460431654678
E 233RD ST BET JEROME AVE & VAN CORTLANDT PARK E,Bronx,0.19148936170212766
E 233RD ST BET JEROME AVE & VAN CORTLANDT PARK EAST,Bronx,0.19148936170212766
62 RD,Queens,0.18446601941747573
W/B 32 AVE @ 203 ST,Queens,0.1780821917808219
E/B BROOKLYN BRIDGE,Manhattan,0.17692307692307693
BROADWAY,Manhattan,0.17513652912621358
FLATBUSH AVENUE,Brooklyn,0.17394907337652554
185 ST,Queens,0.1736111111111111
183 ST,Queens,0.1736111111111111
QUEENS BOULEVARD,Queens,0.17358291986167493
ATLANTIC AVENUE,Queens,0.17345252403846154
3 AVENUE,Manhattan,0.17324429771908764
111 STREET,Queens,0.17303657074340528
KINGS HIGHWAY,Brooklyn,0.1730106398921025
VAN WYCK EXPRESSWAY,Queens,0.17259680071759606
EAST FORDHAM ROAD,Bronx,0.1723134328358209
OCEAN PARKWAY,Brooklyn,0.17226201133989855
BRUCKNER BOULEVARD,Bronx,0.17208227753763602
CROSS BAY BOULEVARD,Queens,0.17203099389062732
SOUTH STREET,Manhattan,0.17192851824274014
BOSTON ROAD,Bronx,0.17192851824274014
BROOKLYN QUEENS EXPRESSWAY,Queens,0.1719029184038118
SEDGWICK AVENUE,Bronx,0.171877326187286
CASTLETON AVENUE,Staten Island,0.17185174158975886
FOOD CENTER DRIVE,Bronx,0.1718494271685761
VAN SICLEN AVENUE,Brooklyn,0.17182616460782854
JACKIE ROBINSON PARKWAY,Queens,0.17182616460782854
WEST FARMS ROAD,Bronx,0.17180059523809524
WILLIAMSBURG BR APPROACH,Manhattan,0.17180059523809524
F D R DRIVE,Manhattan,0.16959236136614028
14 AVENUE,Queens,0.1690377179543299
BEVERLY ROAD,Queens,0.16899656005269706
METROPOLITAN AVENUE,Brooklyn,0.16884826325411334
JEROME AVENUE,Bronx,0.16880653632915085
72 STREET,Brooklyn,0.16879329201604082
BAY STREET,Staten Island,0.1687495432288241
FURMAN STREET,Brooklyn,0.16872397925644583
VERNON BOULEVARD,Queens,0.1686755789319892
NORTH CONDUIT AVENUE,Brooklyn,0.16865093857278504
AUSTIN STREET,Queens,0.16865093857278504
ELTON AVENUE,Bronx,0.16865006935825363
VALENTINE AVENUE,Bronx,0.16863689433741974
HOWARD AVENUE,Brooklyn,0.16863689433741974
BROOKLYN QUEENS EP ET 32 B WB,Brooklyn,0.16863689433741974
EAST 221 STREET,Bronx,0.16863689433741974
BUCKINGHAM ROAD,Brooklyn,0.16860167944505294
GLENWOOD PLACE,Staten Island,0.16857706067021977
WEST 156 STREET,Manhattan,0.16857622418448515
WEST 65 STREET,Manhattan,0.16857622418448515
130 STREET,Queens,0.16857622418448515
EVERGREEN AVENUE,Brooklyn,0.16857622418448515
OLD TOWN ROAD,Staten Island,0.16857622418448515
FLEET STREET,Queens,0.16857622418448515
EAST 135 STREET,Bronx,0.16857622418448515
BEACH 95 STREET,Queens,0.16857622418448515
MARCONI STREET,Bronx,0.16857622418448515
PELHAM PARKWAY,Bronx,0.16855244908387473
MDE SB ENTRANCE GRAND CNCRSE,Bronx,0.16855244908387473
PULASKI BRIDGE,Brooklyn,0.16855244908387473
EAST 169 STREET,Bronx,0.16855244908387473
BAINBRIDGE STREET,Brooklyn,0.16855244908387473
BQE WB ENTRANCE METROPOLITAN AVE,Brooklyn,0.16855244908387473
HARMAN STREET,Brooklyn,0.16855244908387473
79 ST TRANSVERSE,Manhattan,0.16855244908387473
260 ST,Queens,0.16766467065868262
BODY OF WATER,Manhattan,0.163875088715401
204 ST,Queens,0.16049382716049382
4 AV,Manhattan,0.16023594725884802
Kings Highway,Brooklyn,0.1574787052810903
Queens Boulevard,Queens,0.15704278038495545
BK BR APPR/ROSE ST,Manhattan,0.15584415584415584
LINDEN BOULEVARD,Brooklyn,0.15323865144677462
37 AV,Queens,0.15282282083526375
Hegeman Avenue,Brooklyn,0.15162454873646208
11 Street,Queens,0.15161584571279646
Broadway,Queens,0.15154896298241008
8 Avenue Line,Brooklyn,0.15142969569779643
Flatbush Avenue,Brooklyn,0.15039405979287435
HYLAN BOULEVARD,Staten Island,0.15014956431265444
GRAND CENTRAL PARKWAY,Queens,0.15001299376299376
Queens Boulevard Line,Queens,0.1500032482297148
W 86 ST,Manhattan,0.149954539550591
BRONX RIVER AVENUE,Bronx,0.14991559537722374
E 23 ST,Manhattan,0.14983776768332252
West 61 Street,Manhattan,0.14974880845034136
W 87 ST,Manhattan,0.14941785252263906
W 73 ST,Manhattan,0.14941563892296766
Broadway/ 7 Avenue Line,Manhattan,0.1494111556878478
West 220 Street,Manhattan,0.14937920331091567
W 96 ST,Manhattan,0.1493724932074007
MADISON ST,Brooklyn,0.14936954413191075
59 ST,Queens,0.14935483870967742
W 146 ST,Manhattan,0.14924506387921022
W 135 ST,Manhattan,0.14921804316918702
KENT AV,Brooklyn,0.14919979349509552
21 ST,Queens,0.14919979349509552
HART ST,Brooklyn,0.14919302775984505
W 144 ST,Manhattan,0.1491901658385494
W 78 ST,Manhattan,0.14917948055304303
W 175 ST,Manhattan,0.1491669895389384
W 60 ST,Manhattan,0.14916020671834626
THOMAS ST,Manhattan,0.14914488544691837
Park Avenue,Bronx,0.14913130530258994
Amsterdam Avenue,Manhattan,0.14912224294257603
W 164 ST,Manhattan,0.14908997031108817
W 207 ST,Manhattan,0.14908997031108817
W 69 ST,Manhattan,0.14908997031108817
BQE WB EXIT 37/69 ST,Queens,0.14908997031108817
W 166 ST,Manhattan,0.14908997031108817
WEST 135 STREET,Manhattan,0.14908997031108817
E/B W 178TH ST @ WADSWORTH AVE,Manhattan,0.14908997031108817
SUYDAM ST,Brooklyn,0.14908997031108817
NB EXTERIOR ST RIGHT SLIP RAMP TO BROADWAY,Bronx,0.14908997031108817
EB W 230th ST APPR TO BROADWAY,Bronx,0.14908997031108817
WB W 230th ST APPROACH TO BROADWAY,Bronx,0.14908997031108817
Conway Street,Brooklyn,0.14908997031108817
MARION ST,Brooklyn,0.14908997031108817
Purcell Street,Staten Island,0.14908997031108817
West 155 Street,Manhattan,0.14908997031108817
West 100 Street,Manhattan,0.14908997031108817
West 261 Street,Bronx,0.14908997031108817
PRINCE ST,Manhattan,0.14908997031108817
CUMMING ST,Manhattan,0.14908997031108817
Glenwood Place,Staten Island,0.1490831611570248
E/B EAST 14TH ST@ BROADWAY,Manhattan,0.1490831611570248
W/B EAST 14TH ST@ UNION SQUARE SOUTH,Manhattan,0.1490831611570248
W 262 ST,Bronx,0.1490831611570248
Broadway Line,Manhattan,0.14906391220142026
East 34 Street,Manhattan,0.14906391220142026
W/B E 23RD ST @ BROADWAY,Manhattan,0.14906391220142026
FT WASHINGTON AV,Manhattan,0.14905428958750241
W 204 ST,Manhattan,0.14904466821585335
West 225 Street,Manhattan,0.14904466821585335
WOODBINE ST,Brooklyn,0.14904466821585335
CARYL AV,Bronx,0.14904466821585335
Avenue S,Brooklyn,0.14902542919839937
Flushing Line,Queens,0.1488716956802063
31 Avenue,Queens,0.1487417133294716
Avenue U,Brooklyn,0.14873743880443185
East 47 Street,Manhattan,0.1487182790158444
Brighton Line,Brooklyn,0.1486512586106998
East 23 Street,Brooklyn,0.14854606278950078
Grand Avenue,Brooklyn,0.14844752373620734
72 Street,Queens,0.14840490403748635
59 Avenue,Queens,0.1483050847457627
Aurelia Court,Brooklyn,0.14824088341037495
86 Street,Brooklyn,0.14823136675868268
Hillel Place,Brooklyn,0.14822895277207393
Parkside Avenue,Brooklyn,0.14822895277207393
Chester Court,Brooklyn,0.14822895277207393
EMPIRE BLVD EB APPROACH TO WASHINGTON AVE,Brooklyn,0.14822895277207393
Eastern Parkway Line,Brooklyn,0.14822895277207393
Belt Parkway Exit 11 North Wb,Brooklyn,0.14822895277207393
Avenue M,Brooklyn,0.14822185132879703
East 29 Street,Brooklyn,0.14818380182261584
Rutland Road,Brooklyn,0.14818380182261584
54 Avenue,Queens,0.1481552528934075
Chestnut Street,Brooklyn,0.14811495871471547
Brooklyn Queens Expressway,Brooklyn,0.14810776138550352
State Street,Brooklyn,0.14808662876125983
9 Street,Brooklyn,0.14807458191836997
Nevins Street,Brooklyn,0.14798206278026907
Albion Avenue,Queens,0.14796310530361262
Woodhaven Boulevard,Queens,0.14796310530361262
HOR HARDING EXWY SR N,Queens,0.14795918367346939
68 Street,Queens,0.14795591439190056
50 Avenue,Queens,0.14795591439190056
Culver/ 6 Avenue Line,Brooklyn,0.14791800128122998
98 STREET,Queens,0.14786839073102034
74 Place,Queens,0.14786839073102034
Franklin Avenue,Brooklyn,0.14786839073102034
107 Street,Queens,0.14786839073102034
106 Street,Queens,0.14786839073102034
124 Street,Queens,0.14786839073102034
Eastchester Road,Bronx,0.14786116803278687
Williams Avenue,Brooklyn,0.1478422333205276
87 Street,Queens,0.1478422333205276
85 Street,Brooklyn,0.1478422333205276
147 Street,Queens,0.1478233034571063
Eldert Lane,Brooklyn,0.1478233034571063
Boerum Place,Brooklyn,0.1478233034571063
16 Street,Brooklyn,0.14777159664940215
37 Street,Brooklyn,0.14776654294125177
Bike Path,Queens,0.14772872680742163
65 Street,Brooklyn,0.14772872680742163
Ocean Parkway,Brooklyn,0.14772872680742163
Whitestone Expressway Sr East,Queens,0.147690930024306
60 Street,Brooklyn,0.147690930024306
Cypress Avenue,Brooklyn,0.1476153944508375
47 Avenue,Queens,0.14759652262848377
Crosstown Line,Brooklyn,0.14759208601056048
55 Avenue,Queens,0.1475661172863166
49 Avenue,Queens,0.1475661172863166
46 Avenue,Queens,0.1475661172863166
52 Avenue,Queens,0.1475661172863166
Bronx River Shoreline,Bronx,0.14753993610223642
Webster Avenue,Bronx,0.14753993610223642
48 Avenue,Queens,0.1475210835675952
56 Avenue,Queens,0.1475210835675952
Fulton Street Line,Queens,0.14747834946510444
Neptune Avenue,Brooklyn,0.14739663093415006
Kane Street,Brooklyn,0.14735902015820362
37 Avenue,Queens,0.14725765306122449
Beverly Road,Brooklyn,0.14722911497105046
Ocean View Avenue,Brooklyn,0.1471393113982053
East 176 Street,Bronx,0.14712789590606157
Jerome Avenue,Bronx,0.14708880112116193
Pelham Parkway,Bronx,0.14704010184595798
Lorillard Place,Bronx,0.14704010184595798
Cambreleng Avenue,Bronx,0.14704010184595798
Hughes Avenue,Bronx,0.14704010184595798
Avenue O,Brooklyn,0.14700452027758323
Avenue Y,Brooklyn,0.14700267277586865
Avenue F,Brooklyn,0.14700267277586865
Ditmas Avenue,Brooklyn,0.14695773930753564
Leggett Avenue,Bronx,0.14687182095625637
Edgewater Road,Bronx,0.14687182095625637
Bruckner Expressway Exit 49 Eb,Bronx,0.14687182095625637
East 4 Road,Queens,0.14683447749809306
Broad Channel Island Shoreline,Queens,0.14683447749809306
Belt Py Eb En Cross Bay Blvd Nb,Queens,0.14683447749809306
East 9 Road,Queens,0.14683447749809306
162 Avenue,Queens,0.14683447749809306
Bruckner Expressway,Bronx,0.14682691084827673
East 172 Street,Bronx,0.146765695423094
Rombouts Avenue,Bronx,0.14675984752223634
East 233 Street,Bronx,0.14675984752223634
Nassau Street Line,Manhattan,0.14675984752223634
East 223 Street,Bronx,0.14675984752223634
East 173 Street,Bronx,0.14675984752223634
Rutgers Slip,Manhattan,0.14675984752223634
Louis Nine Boulevard,Bronx,0.14675984752223634
Clinton Street,Manhattan,0.14675225626032795
Pearl Street,Brooklyn,0.14674120188032017
Adelphi Street,Brooklyn,0.14674120188032017
Clark Street Line,Brooklyn,0.14674120188032017
High Bridge,Bronx,0.14672256097560976
Hall Of Fame Terrace,Bronx,0.14672256097560976
Halleck Street,Bronx,0.14670221545102521
Joralemon Street,Brooklyn,0.14669631512071157
Jackie Robinson Pkwy Et 2 Eb,Queens,0.14668529337058675
Depot Place,Bronx,0.14667767755050184
Schroeders Avenue,Brooklyn,0.14665904471544716
Mt Judah Cemetery Boundary,Queens,0.14664041661374316
WEST 12 STREET,Brooklyn,0.14659386705605992
White Plains Road,Bronx,0.14637534730992674
PENNSYLVANIA AVENUE,Brooklyn,0.14626884581274546
W/B JAMAICA AVE @ 202 ST,Queens,0.14606741573033707
JACKSON AVENUE,Bronx,0.14605604402555505
MERRICK BOULEVARD,Queens,0.14571500694181497
East 163 Street,Bronx,0.1455644399672606
Ramp,Manhattan,0.14505494505494507
WBB W/B NORTH OUTER ROADWAY,Manhattan,0.14503768844221104
Rugby Road,Brooklyn,0.1447623818170434
Mac Dougal Street,Brooklyn,0.1447565543071161
Howard Avenue,Brooklyn,0.14475581468246504
36 Street,Brooklyn,0.1447466932867482
Whitestone Expressway,Queens,0.1447466932867482
Church Avenue,Brooklyn,0.14470138497211255
Court Street,Brooklyn,0.14470138497211255
East Burnside Avenue,Bronx,0.14467527606213737
Whitestone Expressway Sr West,Queens,0.14464898595943837
39 Street,Brooklyn,0.14464898595943837
Union Turnpike,Queens,0.14464699617866317
131 Street,Queens,0.1446226827289183
Onslow Place,Queens,0.14461904463782632
East 32 Street,Brooklyn,0.14461075969186446
East 31 Street,Brooklyn,0.144592648255996
Linden Street,Queens,0.1445639934943075
Gardner Avenue,Brooklyn,0.14452024785629342
Meeker Avenue,Brooklyn,0.1445104785736628
Varick Avenue,Brooklyn,0.1445104785736628
East 138 Street,Bronx,0.14448407483887116
Anderson Avenue,Bronx,0.14447981027273293
Juniper Boulevard South,Queens,0.1444700892021708
Atlantic Avenue,Queens,0.1444659951198148
Victory Blvd Footbridge,Staten Island,0.14443819170887262
Slosson Terrace,Staten Island,0.14443819170887262
Brooklyn Waterfront Greenway,Brooklyn,0.14441944756905387
JORALEMON STREET,Brooklyn,0.14441944756905387
Rockaway Freeway,Queens,0.14440906536804646
66 Avenue,Queens,0.14440906536804646
107 Avenue,Queens,0.14438268906513457
222 Street,Queens,0.1443659771264296
77 Avenue,Queens,0.1443659771264296
East 161 Street,Bronx,0.14436531734132935
Laconia Avenue,Bronx,0.14435564435564435
Bainbridge Street,Brooklyn,0.14435564435564435
Wilson Street,Staten Island,0.1443112276757837
Waters Place,Bronx,0.1443112276757837
Lorimer Street,Brooklyn,0.1443112276757837
Lincoln Avenue,Bronx,0.1443112276757837
Linden Boulevard,Queens,0.14430348103243548
Central Avenue,Brooklyn,0.14426741643236488
BOERUM STREET,Brooklyn,0.14423917113968293
81 ST,Brooklyn,0.1433093346573982
65 ST,Brooklyn,0.1432648755971955
SENATOR ST,Brooklyn,0.1425660656952334
FLUSHING AVENUE,Brooklyn,0.142179802955665
LINDEN BLVD,Queens,0.14202238897773403
QUEENS BLVD,Queens,0.14194381262679043
MAJOR DEEGAN EXPRESSWAY,Bronx,0.14086139580283064
E/B JEWEL AVE @ VAN WYCK EXPWY,Queens,0.14083562061604146
RIKERS IS BR,Queens,0.14082703098316662
ROCKAWAY BOULEVARD,Queens,0.1403818093385214
LIBERTY AVENUE,Queens,0.13988005088750227
CENSUS BOUNDARY,Queens,0.13897080950947938
60 ST,Brooklyn,0.13824691653694168
PROSPECT AV,Brooklyn,0.1381641933939684
BUTLER ST,Brooklyn,0.13815789473684212
LAFAYETTE ST/E 10 ST,Manhattan,0.13815789473684212
E/B EAST 14TH ST@ IRVING PL.,Manhattan,0.13814766064377168
GRAND CONCOURSE,Bronx,0.1375305259396033
48 STREET,Queens,0.13694324180060494
JJ BYRNE MEMORIAL BRIDGE,Queens,0.1367323977023746
WOODHAVEN BOULEVARD,Queens,0.13670001776093776
2 AV,Manhattan,0.1366110519465152
PELHAM PARKWAY SOUTH,Bronx,0.13628851375280368
KISSENA BOULEVARD,Queens,0.13580755205269968
46 STREET,Queens,0.13578359306086446
47 STREET,Queens,0.13577852230647153
86 AVENUE,Queens,0.13577852230647153
CONCOURSE LINE,Bronx,0.13563204887218044
ADAMS STREET,Brooklyn,0.13563204887218044
5 AV,Brooklyn,0.13552855549685977
1 AVENUE,Manhattan,0.13521902084797377
Greenpoint Avenue,Queens,0.13505293326314557
FLATLANDS AVENUE,Brooklyn,0.1347612933348897
Utica Avenue,Brooklyn,0.13438482132464208
34 AV,Queens,0.13438277678106372
EASTCHESTER BRIDGE,Bronx,0.1341583870780315
MARCY AVENUE,Brooklyn,0.13413430843345522
DIVISION AVENUE,Brooklyn,0.1339907192575406
DEKALB AVENUE,Brooklyn,0.1339637967045718
WASHINGTON AV,Brooklyn,0.1339244320815948
EAST TREMONT AVENUE,Bronx,0.13390164694966364
65 STREET,Brooklyn,0.13384731319923482
RALPH AVENUE,Brooklyn,0.13377752027809967
GLENWOOD ROAD,Brooklyn,0.13374652455977756
23 AVENUE,Queens,0.13373103208618092
3 AVENUE BRIDGE,Manhattan,0.1336845761926818
43 Avenue,Queens,0.13358381502890174
12 AVENUE,Brooklyn,0.13355312626525537
VICTORY BOULEVARD,Staten Island,0.13352109437866422
AVENUE K,Brooklyn,0.1334990749306198
78 STREET,Queens,0.1334485738980121
MANHATTAN BRIDGE,Manhattan,0.13342964461138399
COLLEGE POINT BOULEVARD,Queens,0.1334026334026334
MEEKER AVENUE,Brooklyn,0.13339110340843444
BELT PARKWAY,Brooklyn,0.13334488334488334
160 STREET,Queens,0.1332986953007736
PITT STREET,Manhattan,0.13322178629125317
LINCOLN AVENUE,Brooklyn,0.13320652487175053
RICHMOND AVENUE,Staten Island,0.1332064151378793
Mother Gaston Boulevard,Brooklyn,0.133191415913929
CORNELIA STREET,Brooklyn,0.13319104753114905
EAST 149 STREET,Bronx,0.13317568346983505
BRADDOCK AVENUE,Queens,0.1331603229527105
EAST 174 ST BRIDGE,Bronx,0.13309891630159096
ROCKAWAY PARKWAY,Brooklyn,0.13305289846721216
WHITE PLAINS ROAD,Bronx,0.13305289846721216
BROOKLYN BRIDGE,Manhattan,0.13302223758497522
NEPTUNE AVENUE,Brooklyn,0.13302223758497522
Albany Avenue,Brooklyn,0.1330188136470859
JAMAICA AVENUE,Brooklyn,0.13296095819417253
RODNEY STREET,Brooklyn,0.13294997124784358
ELDERT LANE,Brooklyn,0.13292668891702153
Hawtree Street,Queens,0.13292668891702153
Merrick Boulevard,Queens,0.13292668891702153
Hinsdale Street,Brooklyn,0.13291503568961546
RICHMOND ROAD,Staten Island,0.13291503568961546
ROCKAWAY BEACH BOULEVARD,Queens,0.13290811928977764
79 Street,Queens,0.13289973523656037
Sapphire Street,Brooklyn,0.13288443830570904
KOSCIUSZKO BRIDGE,Brooklyn,0.13288443830570904
ROCKLAND AVENUE,Staten Island,0.13285829215032754
DITMARS BOULEVARD,Queens,0.13285385500575375
ASTORIA BOULEVARD,Queens,0.13285385500575375
VAN CORTLANDT PARK EAST,Bronx,0.1328232857800276
EAST 102 STREET,Brooklyn,0.1328232857800276
HAMILTON AVENUE BRIDGE,Brooklyn,0.1328232857800276
SUTTER AVENUE,Queens,0.1328232857800276
COLUMBIA STREET,Brooklyn,0.1328232857800276
THOMSON AVENUE,Queens,0.1328084592839492
ADAM C POWELL BOULEVARD,Manhattan,0.1328084592839492
CLINTON STREET,Brooklyn,0.1328084592839492
SAND LANE,Staten Island,0.1328084592839492
31 ST,Queens,0.13280082749109298
SEAGIRT BOULEVARD,Queens,0.13279273061881758
EAST 168 STREET,Bronx,0.13279273061881758
WATERS PLACE,Bronx,0.13279273061881758
NEW ENGLAND THRUWAY,Bronx,0.13279273061881758
ARTHUR KILL ROAD,Staten Island,0.13279273061881758
CROSS BRONX EXPRESSWAY,Bronx,0.13279273061881758
GRAND CENTRAL PARKWAY ET 5 WB,Queens,0.1327774583093732
SURF AVENUE,Brooklyn,0.1327774583093732
BQE,Manhattan,0.13276982347191077
HEMPSTEAD AVENUE,Queens,0.1327621895124195
HORACE HARDING EXPRESSWAY SR S,Queens,0.1327621895124195
DAHILL ROAD,Brooklyn,0.1327621895124195
BRONX RIVER PARKWAY,Bronx,0.1327621895124195
4 AVENUE LINE,Brooklyn,0.1327621895124195
WHITESTONE EXPRESSWAY,Queens,0.1327621895124195
HENRY HUDSON PARKWAY,Bronx,0.1327621895124195
FLUSHING BRIDGE,Queens,0.1327621895124195
EAST 96 STREET,Manhattan,0.1327621895124195
WOODSIDE AVENUE,Queens,0.1327621895124195
CITY IS BRIDGE,Bronx,0.1327621895124195
GRAND STREET BRIDGE,Queens,0.1327621895124195
RIVERSIDE DRIVE WEST,Manhattan,0.13275862068965516
MORNINGSIDE DRIVE,Manhattan,0.13275862068965516
MAJOR DEEGAN EXPWY ET 11 NB,Bronx,0.13275862068965516
KAPPOCK STREET,Bronx,0.13275862068965516
PARKER STREET,Bronx,0.13275862068965516
PARK ROW,Manhattan,0.13275862068965516
LORRAINE STREET,Brooklyn,0.13275862068965516
BROOKLYN QUEENS EXPWY ET 41 WB,Queens,0.13275862068965516
CROSS BAY PARKWAY,Queens,0.13275862068965516
GRAND CENTRAL PARKWAY SR SOUTH,Queens,0.13275862068965516
BELT PARKWAY EB EN 4 AVE,Brooklyn,0.13275862068965516
BROOKLYN BRIDGE EXIT RAMP,Brooklyn,0.13275862068965516
RANDALL AVENUE,Bronx,0.13275862068965516
NORTH CHANNEL BRIDGE,Queens,0.13275862068965516
BRUCKNER EXPRESSWAY,Bronx,0.13275862068965516
GOWANUS EP WB EN FT HAMILTON PY,Brooklyn,0.13275862068965516
BELT PARKWAY EXIT 14 EASTBOUND,Brooklyn,0.13275862068965516
WEST 230 STREET,Bronx,0.13275862068965516
HOLLAND TUNNEL,Manhattan,0.13275862068965516
