Intersection,Borough,score
THORNHILL AVENUE,Queens,0.12913464751085868
BEACH AVENUE,Staten Island,0.12907366071428572
BROOKLYN QUEENS EXPWY ET 33 EB,Brooklyn,0.12905027932960894
9 STREET BRIDGE,Brooklyn,0.12898364681587318
LIVINGSTON STREET,Brooklyn,0.12895485742983093
LORING AVENUE,Brooklyn,0.1288829401595003
DOUGLASS STREET,Brooklyn,0.1288792141102925
SMITH STREET,Brooklyn,0.12886482866391338
RIDGE BOULEVARD,Brooklyn,0.12883606740319162
EAST GUN HILL ROAD,Bronx,0.12883606740319162
REVIEW AVENUE,Queens,0.1288216915866994
CATON AVENUE,Brooklyn,0.1288111030600301
20 AVENUE,Brooklyn,0.12880731897802075
MAIN STREET,Queens,0.12879294957608212
AVENUE O,Brooklyn,0.12876422038813296
MARATHON PARKWAY,Queens,0.12868752087275967
MANHATTAN AVENUE,Manhattan,0.12866015971606035
48 AVENUE,Queens,0.12865853658536586
189 STREET,Queens,0.1286390203172836
UNION AVENUE,Brooklyn,0.12863162563761366
EASTERN BLVD BRIDGE,Bronx,0.12859211405658275
EAST 187 STREET,Bronx,0.12859211405658275
NEVINS STREET,Brooklyn,0.12857222129737528
96 STREET,Queens,0.12857222129737528
OCEAN AVENUE,Brooklyn,0.1285706331087477
RICHMOND AV,Staten Island,0.12827616778411924
CROSS BRONX EP SB EN JEROME AV,Bronx,0.12824927793823596
HAMILTON AVENUE,Brooklyn,0.1282350327668555
NEW ENGLAND THRWY,Bronx,0.12819943367941813
BARTOW AVE APPROACH TO ASCH LOOP,Bronx,0.12814251623286532
UNDERHILL AVENUE,Brooklyn,0.1281211852180668
76 Drive,Queens,0.1280416828335458
S/B GRAND CONCOURSE(S/R)@VAN CORTLANDT A,Bronx,0.1280416828335458
W/B 69 RD @ MEADOW LAKE RD W,Queens,0.1280416828335458
GRAND CONCOURSE MAIN RD APPROACH TO MT EDEN AVE,Bronx,0.1280416828335458
N/B NEW ENGLAND THRUWAY @ CITY LINE,Bronx,0.12801463658036258
S/B NEW ENGLAND THRUWAY @ CITY LINE,Bronx,0.12801463658036258
N/B GRAND CONCORS ENT RMP @ E 206 ST,Bronx,0.1280004434835634
Avenue T,Brooklyn,0.12798625353361787
West 4 Street,Manhattan,0.12789989480095232
ED KOCH QUEENSBORO BRG,Queens,0.127829928216455
STORY AVENUE,Bronx,0.12776859504132232
JACKIE ROBINSON PKWY,Queens,0.12776060070671377
CROSS IS PKWY,Queens,0.12771017699115045
Twin Pines Drive,Brooklyn,0.1276525198938992
Livonia Avenue,Brooklyn,0.1276525198938992
N/B BRIDGE EXT (NEW ST) @ E 61 ST,Manhattan,0.12758315836003978
N/B CROSSBAY BLVD @ ROCKAWAY BLVD,Queens,0.1275820170109356
E/B LIE MAIN RD(2 LAN N SIDE)@CITY LINE,Queens,0.1275820170109356
LORIMER ST BET BOERUM ST & BROADWAY,Brooklyn,0.1275820170109356
W/B E TREMONT AVE @ ROBERTS AVE,Bronx,0.1275820170109356
W/B INTERBOROUGH PKWY @ VERMONT PL,Queens,0.1275820170109356
FDR DRIVE @ EAST 63 ST ENTRANCE,Manhattan,0.1275820170109356
WESTCHESTER AVE BET TRINITY & JACKSON AVES,Bronx,0.1275761091773026
S/B WOODHAVEN BLVD(M RD)@ ROCKAWAY BLVD,Queens,0.12756906077348065
W/B ALEXANDER HAMILTON BR S/S 2 LANES,Manhattan,0.12756906077348065
W 145 ST BR,Manhattan,0.12756906077348065
SHORE BLVD,Brooklyn,0.12755496630206606
RIVERSIDE DRIVE,Manhattan,0.1275408749447636
44 DRIVE,Queens,0.12749047960704232
44 Drive,Queens,0.12749047960704232
East 139 Street,Bronx,0.12749047960704232
Hook Creek Boulevard,Queens,0.12725970017636684
108 Drive,Queens,0.12723066754791804
Francis Lewis Boulevard,Queens,0.12723066754791804
180 Street,Queens,0.12723066754791804
105 Avenue,Queens,0.12723066754791804
Belknap Street,Queens,0.12723066754791804
180 STREET,Queens,0.12723066754791804
115 Avenue,Queens,0.12718960008813485
193 STREET,Queens,0.12648589427554094
HALSEY STREET,Brooklyn,0.12647203812236402
168 STREET,Queens,0.1264160236414382
184 STREET,Queens,0.1264160236414382
107 AVENUE,Queens,0.126397905187933
15 AVENUE,Queens,0.12639729538142755
AVENUE I,Brooklyn,0.126388964913241
RICHARDSON STREET,Brooklyn,0.12631176213379974
MAJOR DEEGAN EXPWY ET 3 NB,Bronx,0.12626455952315851
39 AVENUE,Queens,0.12624911265221428
EAST 134 STREET,Bronx,0.1261595547309833
Humboldt Street,Brooklyn,0.1261045052907167
73 PLACE,Queens,0.12609906613511004
79 ST,Queens,0.1255437146585472
ELDERT LA,Brooklyn,0.12542777989027107
S/B 11 AVE @ 81 ST,Brooklyn,0.12536648930394179
BAY PARKWAY NB APPROACH TO 65TH ST,Brooklyn,0.12533926826620345
NOSTRAND AV,Brooklyn,0.1251619170984456
DREW ST,Brooklyn,0.1251151449471688
LEFFERTS BLVD,Queens,0.12508125677139761
160 Street,Queens,0.12465657490707321
SKILLMAN AV,Brooklyn,0.12464237516869096
HUMBOLDT STREET,Brooklyn,0.12463596160069032
E 37 ST,Brooklyn,0.12462219343696028
Troutman Street,Brooklyn,0.124615965073034
YELLOWSTONE BLVD,Queens,0.12459016393442623
BROOKLYN AV,Brooklyn,0.12454153182308522
Williamsburg Place,Brooklyn,0.12452830188679245
Thornton Street,Brooklyn,0.12452830188679245
LEE AVENUE,Brooklyn,0.12452830188679245
65 PL,Queens,0.12444157381990419
UTICA AVE BET LINDEN BLVD & LENOX RD,Brooklyn,0.12440758293838862
UTICA AVE SB APPROACH TO LINDEN BLVD,Brooklyn,0.12440758293838862
N/B 130 ST @ 111 AVE,Queens,0.12440758293838862
AMBER ST,Brooklyn,0.12440758293838862
DREW STREET,Brooklyn,0.12440758293838862
N/B 223 ST @ 116 AVE,Queens,0.12440062496632724
ROCKAWAY BLVD EB AT ENTRA NCE/EXIT TO HOME DEPOT,Queens,0.12438052143934497
118 ST,Queens,0.12436712269740385
62 DR,Queens,0.12431355658447292
Oak Avenue,Queens,0.12419354838709677
60TH ST APPROACHING 4TH AVE,Brooklyn,0.12407974635928852
E 86 ST,Manhattan,0.12403975288745635
80 ST,Queens,0.12391992701121665
Bruckner Boulevard,Bronx,0.12360331462175889
3 AV,Manhattan,0.12354861148269035
LIBERTY AV,Queens,0.12349574798095951
108 STREET,Queens,0.12321895512033726
144 Street,Queens,0.12319420011727704
136 Avenue,Queens,0.12314745708497708
E 87 ST,Manhattan,0.12306790320861316
PARK AV,Manhattan,0.12292376490630323
Amtrak-hellgate Line,Bronx,0.12291722118711738
Randall Avenue,Bronx,0.12290502793296089
80 Street,Queens,0.12280794983526411
99 Street,Queens,0.12276133283732794
Inwood Street,Queens,0.12276133283732794
Sutphin Boulevard,Queens,0.12276133283732794
183 Street,Queens,0.1227538543328017
E 61 ST,Manhattan,0.12224692926725964
W/B EASTERN BLVD BRIDGE@BRONX RIVER AVE,Bronx,0.12211116399598075
N/B CLASSON AVE @ DEKALB AVE,Brooklyn,0.12207888336681823
CORTELYOU AVENUE,Staten Island,0.12206076618229855
CITY ISLAND BR,Bronx,0.12206076618229855
W/B UNIONPORT BRIDGE @ ZEREGA AVE,Bronx,0.12204661980020086
S/B BOSTON ROAD @ MCOWEN AVE - ROPES AVE,Bronx,0.12203371914803657
W/B BRUCKNER EXPWY MAIN @ EDGEWATER ROAD,Bronx,0.12203371914803657
76 ST,Queens,0.12199503354995508
WEST 72 STREET,Manhattan,0.12175743225466983
E 48 ST,Brooklyn,0.12162873999157185
CROSS BRONX EXWY,Bronx,0.12159747766684183
EASTERN PKWY,Brooklyn,0.12152522815483059
S/B 5TH AVE @ 60 ST,Brooklyn,0.12150220913107511
S/B 7AVE @  60 ST,Brooklyn,0.12150220913107511
BROADWAY WB APPROACH TO 59TH ST,Queens,0.12150220913107511
E/B E 169 ST@ REV JAMES A POLITE AVE,Bronx,0.12143833455998318
IRVING PL,Manhattan,0.12141129456304553
Grand Concourse,Bronx,0.12106753355704698
E 15 ST,Brooklyn,0.12080782713336473
HUTCHINSON RIVER PKWY,Bronx,0.12068605984777396
67 ST,Brooklyn,0.12051148225469728
Avenue A,Brooklyn,0.12045679720498514
Boston Road,Bronx,0.12042977103218067
Eliot Avenue,Queens,0.12039158508644032
Newtown Creek Shoreline,Queens,0.12034189816021264
76 AVENUE,Queens,0.12030623405030988
101 AVENUE,Queens,0.12029800979472752
BOSTON RD,Bronx,0.12029174264131284
E 19 ST,Manhattan,0.12028314162285952
E 24 ST,Manhattan,0.12026041666666666
E 47 ST,Manhattan,0.12024789084470368
E 126 ST/RFK BRIDGE PED AND BIKE PATH,Manhattan,0.12023735165521549
W/B 61 ST @ 3 AVE,Brooklyn,0.12023735165521549
W/B E 23 ST @ 2ND AVE,Manhattan,0.12023536763174339
W/B E 14 ST @ 2 AVE,Manhattan,0.12023536763174339
57TH ST APPROACH TO 3RD AVE,Manhattan,0.12021032902957102
Northern Boulevard,Queens,0.12008529228208863
Williamsbridge Road,Bronx,0.11998753376272595
5 Avenue,Manhattan,0.11984221726267712
Barclay Avenue,Queens,0.11961474730737365
139 Street,Queens,0.11959221693231215
3 Avenue,Manhattan,0.11958154228598063
74 Street,Queens,0.11956296603148302
Harlem River Shoreline,Manhattan,0.11955058506782645
East 61 Street,Brooklyn,0.11955058506782645
E 73 ST,Manhattan,0.11945780950902789
Johnson Street,Brooklyn,0.11943927167390854
Tillary Street,Brooklyn,0.11943927167390854
Cropsey Avenue,Brooklyn,0.11940221325886854
E 47 ST/W 47 ST,Manhattan,0.11939835633431539
PROSPECT AVE APPROACHING 4TH AVE,Brooklyn,0.11939835633431539
S/B BROADWAY @ E 23RD ST,Manhattan,0.11939835633431539
W 125 ST/E 125 ST,Manhattan,0.11939835633431539
E/B 60 ST( E/LEG) @ 5TH AVE,Brooklyn,0.11937134880835444
4th AVE & 86th ST,Brooklyn,0.11937134880835444
49 ST,Brooklyn,0.11937134880835444
UNION ST APPROACHING 4TH AVE,Brooklyn,0.11937134880835444
East 42 Street,Manhattan,0.11931583298883837
2 Avenue,Manhattan,0.11930350315180324
EAST 106 STREET,Manhattan,0.11930350315180324
East 59 Street,Manhattan,0.11928449920098974
RFK BRIDGE ENTRANCE RAMP,Manhattan,0.11915815536985454
44 Street,Queens,0.11915574362679326
Crescent Street,Brooklyn,0.1191346896729333
East 46 Street,Manhattan,0.11913115261582911
EAST 124 STREET,Manhattan,0.11911886091621957
FRANKLIN STREET,Brooklyn,0.11907460840890355
PROVOST STREET,Brooklyn,0.11902921626217344
6 Avenue Line,Manhattan,0.11883073439349492
Pennsylvania Avenue,Brooklyn,0.11880271549063978
Graham Avenue,Staten Island,0.11867783794829877
Kosciuszko Street,Brooklyn,0.11839950880065493
101 Street,Queens,0.11839811301404984
100 Street,Queens,0.11839811301404984
F D R Drive,Manhattan,0.11833743337433374
Division Avenue,Brooklyn,0.11831533698377769
Metropolitan Avenue,Brooklyn,0.11831533698377769
Lirr Bay Ridge Line,Brooklyn,0.11831317893010863
14 Street/canarsie Line,Manhattan,0.11822836661546339
Marcy Avenue,Brooklyn,0.11820367244642217
Hall Street,Brooklyn,0.11818274838841707
Nostrand Avenue,Brooklyn,0.11818274838841707
St Nicholas Avenue,Brooklyn,0.11816786079836233
LAFAYETTE AVE @ WAVERLY AVE,Brooklyn,0.11815208503679477
FLUSHING AVE @ HALL ST,Brooklyn,0.11815208503679477
26 Avenue,Queens,0.11815164666836865
East 177 Street,Bronx,0.11813439705431114
Tan Place,Bronx,0.11813439705431114
MONROE AVENUE,Bronx,0.11813439705431114
6 Avenue,Brooklyn,0.11807721810278701
West 12 Street,Brooklyn,0.1180619441888991
Unnamed Street,Brooklyn,0.11802289920261705
Paerdegat Avenue South,Brooklyn,0.11802289920261705
211 Street,Queens,0.1180016346546792
Cozine Avenue,Brooklyn,0.11799877350776779
Culver Line,Brooklyn,0.11796547850066387
58 Road,Queens,0.11791371670147201
39 Avenue,Queens,0.11790170613700025
Pitkin Avenue,Queens,0.1178983774986013
68 STREET,Queens,0.11788700795431369
West 45 Street,Manhattan,0.11786315628348386
Brook Street,Staten Island,0.11783794746983065
Crystal Avenue,Staten Island,0.11783794746983065
Royal Oak Road,Staten Island,0.11783794746983065
Raymond Avenue,Staten Island,0.11783794746983065
Harvey Avenue,Staten Island,0.11783794746983065
Louis Street,Staten Island,0.11783794746983065
Dr M L King Ep Nb En Victory Bl,Staten Island,0.11783794746983065
23 Street,Queens,0.11780598460518937
Silver Lake Park Road,Staten Island,0.11779918864097363
Theresa Place,Staten Island,0.11779918864097363
Lisa Place,Staten Island,0.11779918864097363
East 45 Street,Brooklyn,0.1177941026425875
23 Avenue,Brooklyn,0.11778161854412363
101 Avenue,Queens,0.11775472849298353
41 Road,Queens,0.11774596219493555
Manhattan Bridge Line,Manhattan,0.11774004385293968
Bqe Wb Entrance Meeker Ave,Brooklyn,0.11773700305810397
North Henry Street,Brooklyn,0.11773700305810397
Staten Island Expressway,Staten Island,0.11773700305810397
Stillwell Avenue,Brooklyn,0.11771294740593656
221 Street,Queens,0.11770393364205384
Old Mill Creek Shoreline,Queens,0.11766204647370566
Irving Avenue,Brooklyn,0.11762608252674478
STANTON STREET,Manhattan,0.11760513186029936
EAST 16 STREET,Brooklyn,0.11759914473349285
East 134 Street,Bronx,0.11759320482172829
Goethals Road North,Staten Island,0.11759315821624923
Fresh Kills Bridge,Staten Island,0.11759315821624923
North Conduit Avenue,Queens,0.11759018979290693
Columbia Street,Brooklyn,0.11757822437038921
Concord Avenue,Bronx,0.11756921824104234
90 AVENUE,Queens,0.11755725190839694
TRINITY AVE APPROACHING WESTCHESTER AVE,Bronx,0.11755422054780572
Belt Parkway,Queens,0.1175422520871513
East 211 Street,Bronx,0.11747355573637103
SKIDMORE AVENUE,Brooklyn,0.11747355573637103
Penfield Street,Bronx,0.11747355573637103
Burke Avenue,Bronx,0.11747355573637103
East Tremont Avenue,Bronx,0.11747049247049247
Pelham Parkway North,Bronx,0.11745854105198901
West 5 Street,Brooklyn,0.1174496644295302
Gray Court,Brooklyn,0.1174496644295302
West 6 Street,Brooklyn,0.1174496644295302
East River Shoreline,Manhattan,0.11743464550910386
EASTERN PARKWAY,Brooklyn,0.11742001015744033
EUCLID AVENUE,Brooklyn,0.1174019109575117
Carpenter Avenue,Queens,0.1174019109575117
South 9 Street,Brooklyn,0.11739329036187382
Ainslie Street,Brooklyn,0.11739329036187382
82 Street,Queens,0.1173868835790544
Autumn Avenue,Brooklyn,0.11737828095649083
Sheffield Avenue,Brooklyn,0.11737494916632778
Rivington Street,Manhattan,0.117366605802394
Bishop Street,Staten Island,0.11736612132913322
Enfield Place,Staten Island,0.11736612132913322
Morley Avenue,Staten Island,0.11736612132913322
Beach 73 Street,Queens,0.11736065324339402
Beach 116 Street,Queens,0.11736065324339402
161 AVENUE,Queens,0.11735419630156473
Pacific Street,Brooklyn,0.11735108761943484
Chatham Square,Manhattan,0.11732778735923709
Midland Avenue,Staten Island,0.11732723577235772
Colfax Avenue,Staten Island,0.11732723577235772
Brielle Avenue,Staten Island,0.11732183616535632
Tonking Road,Staten Island,0.11732183616535632
Denker Place,Staten Island,0.11732183616535632
77 Street,Queens,0.11731843575418995
Astoria Boulevard Ramp,Queens,0.11731843575418995
Congress Street,Brooklyn,0.11729460749466843
Adam C Powell Boulevard,Manhattan,0.11729147617596261
Centre Mall,Brooklyn,0.11728301121087607
Major Avenue,Staten Island,0.11728301121087607
West 120 Street,Manhattan,0.11728301121087607
West 117 Street,Manhattan,0.11728301121087607
Van Dam Street,Queens,0.11728301121087607
31 Street,Queens,0.11728301121087607
Beach 32 Street,Queens,0.11727078891257996
Bx State Hospital Entrance,Bronx,0.11727078891257996
Beach 16 Street,Queens,0.11727078891257996
Troy Street,Staten Island,0.11727078891257996
Gowanus Canal Shoreline,Brooklyn,0.11726764855256476
Brook Avenue,Bronx,0.11725573837091205
Gowanus Creek Shoreline,Brooklyn,0.11725573837091205
Brooklyn Queens Expwy Et 27 Wb,Brooklyn,0.11725573837091205
BQE EB EN ROOSEVELT AV,Queens,0.11725293132328309
135 Street,Queens,0.11724698000203025
Cross Is Pkwy Nb En Hempstead Wb,Queens,0.11724698000203025
Nereid Avenue,Bronx,0.11724698000203025
Long Island Sound Shoreline,Bronx,0.11724698000203025
Black Bank Marsh Shoreline,Queens,0.11724417837755569
Beach 9 Street,Queens,0.11724417837755569
Nassau Expressway,Queens,0.11724417837755569
Milford Drive,Staten Island,0.11724417837755569
Netherland Avenue,Bronx,0.11724417837755569
Castle Hill Avenue,Bronx,0.11724417837755569
Cross Bronx Expressway,Bronx,0.11724417837755569
Belt Pkwy Eb En Pennsylvania Ave,Brooklyn,0.11724417837755569
Godwin Terrace,Bronx,0.11724417837755569
Pier,Manhattan,0.11724417837755569
Van Cortlandt Avenue West,Bronx,0.11724417837755569
Bqe Wb Entrance Northern Blvd,Queens,0.11724417837755569
Cross Bay Bridge Entrance Ramp,Queens,0.11724417837755569
North Shore Tower Driveway,Queens,0.11724417837755569
Gowanus Expressway Exit 16 Eb,Brooklyn,0.11724417837755569
Cross Bay Boulevard,Queens,0.11724417837755569
Buhre Avenue Pedestrian Overpass,Bronx,0.11724417837755569
Gowanus Expressway,Brooklyn,0.11724417837755569
Virginia Street,Queens,0.11724417837755569
Cadman Plaza West,Brooklyn,0.11724417837755569
Grants Tomb Boundary,Manhattan,0.11724417837755569
PALMER AVENUE,Bronx,0.11724102928488048
Stratton Street,Queens,0.11723507917174178
Bay Plaza Driveway,Bronx,0.11723507917174178
Asch Loop,Bronx,0.11723507917174178
Nichols Court,Staten Island,0.11723192526401299
Marconi Street,Bronx,0.11723192526401299
West 20 Street,Brooklyn,0.11722002233729313
Cortelyou Road,Brooklyn,0.11722002233729313
Dutch Kills Shoreline,Queens,0.11722002233729313
Flushing River Shoreline,Queens,0.11720812182741117
Washington Bridge,Manhattan,0.1171962237336311
E/B 23 AVE @ 38 ST,Queens,0.11719383617193836
Beach 74 Street,Queens,0.11718432805521721
ST NICHOLAS AV,Brooklyn,0.11716054394154658
Bowne Street,Queens,0.11707514685031395
Essex Street,Manhattan,0.11701534876652651
Crosby Street,Manhattan,0.11701211169107587
Forsyth Street,Manhattan,0.11700618222357352
149 Street,Queens,0.11696469277138949
HUNTS POINT AVENUE,Bronx,0.11685222672064777
WESTCHESTER AVENUE BRIDGE,Bronx,0.11682857721109087
9 Avenue,Manhattan,0.1167104731095835
Pierrepont Street,Brooklyn,0.11665321767197902
10 Avenue,Manhattan,0.11661616161616162
W 106 ST,Manhattan,0.11648673191403491
Riverside Drive,Manhattan,0.1164804188060002
W 61 ST,Manhattan,0.11645148275166431
Columbus Avenue,Manhattan,0.11638213224555573
West End Avenue,Manhattan,0.11638213224555573
22 ST,Queens,0.11638060825052694
Marble Hill Houses Ped Path,Manhattan,0.11636107193229901
63 Street,Brooklyn,0.1163118425688258
Bridge Street,Brooklyn,0.11630248716141375
Madison Avenue,Manhattan,0.11626970139483357
East 88 Street,Brooklyn,0.11626970139483357
Adams Street,Brooklyn,0.11626384692849949
East 28 Street,Brooklyn,0.11621472053126729
East 87 Street,Brooklyn,0.11617610062893081
W 72 ST,Manhattan,0.11614688128772636
Seneca Avenue,Queens,0.11614103918313969
Astoria Line,Manhattan,0.11612935673691092
W 97 ST,Manhattan,0.11596022498995581
W 79 ST,Manhattan,0.11593693512753565
76 Street,Queens,0.11589403973509933
W 76 ST,Manhattan,0.11584754262788365
W 61 DR,Manhattan,0.11584754262788365
W 66 ST,Manhattan,0.11584754262788365
OCEAN CT,Brooklyn,0.11584754262788365
BROADWAY/W 107 ST,Manhattan,0.11584754262788365
58 Street,Queens,0.11584540578475111
Senator Street,Brooklyn,0.11583592418012235
E 124TH ST BET 5TH AVE & MADISON AVE,Manhattan,0.11583592418012235
E 125TH ST WB APPROACH TO LENOX AVE,Manhattan,0.11583592418012235
Berkeley Place,Brooklyn,0.11583592418012235
W 95 ST,Manhattan,0.11583224641316343
East 117 Street,Manhattan,0.11583224641316343
W 97TH ST APPROACH TO RIVERSIDE RD SR,Manhattan,0.11582062600321028
W 75 ST,Manhattan,0.11580900792456615
East 51 Street,Manhattan,0.11580900792456615
W 172 ST,Manhattan,0.11580900792456615
BROADWAY N/O W 71ST ST,Manhattan,0.11579158517627
W 157 ST,Manhattan,0.11578577875839936
WEST 135TH ST EB APPROACH TO AMSTERDAM,Manhattan,0.11578577875839936
Summit St Pedestrian Overpass,Brooklyn,0.1157757627373378
56 Street,Queens,0.11577416766947453
CASEY STENGEL PLAZA,Queens,0.11575466025255562
61 Street,Queens,0.11575466025255562
1 AV,Manhattan,0.11575095247643874
Franklin Avenue Shuttle Line,Brooklyn,0.11574515013283874
Farragut Road,Brooklyn,0.11573354719061701
57 Street,Queens,0.11571614713841837
75 Street,Queens,0.11571614713841837
E 96 ST,Manhattan,0.11570455001002204
E 68TH ST BET MADISON AVE & PARK AVE,Manhattan,0.11570455001002204
CONWAY ST,Brooklyn,0.11570330438254967
E 121 ST,Manhattan,0.1156966843634178
E 72 ST,Manhattan,0.1156813627254509
E/B 23RD ST @ MADISON AVE,Manhattan,0.11566977256787897
E/B E 23RD ST @ MADISON AVE,Manhattan,0.11566977256787897
Avenue N,Brooklyn,0.11558090663464425
W 71ST ST E/O AMSTERDAM AVE/BROADWAY,Manhattan,0.11554243394715773
AMTRAK RAILROAD,Queens,0.11550197588915012
East 116 Street,Manhattan,0.11541537538738378
Avenue R,Brooklyn,0.11540190837787881
Lexington Avenue,Manhattan,0.11538653740442756
PUTNAM AV,Brooklyn,0.11534444168117383
E 14 ST,Manhattan,0.11517358339984038
East 58 Street,Brooklyn,0.11516209476309226
Wadsworth Avenue,Manhattan,0.11516209476309226
WEST 118 STREET,Manhattan,0.11510863065577039
East 2 Street,Brooklyn,0.11510863065577039
LENOX AVE & W 125th ST,Manhattan,0.11510863065577039
W 135 ST @ LENOX AVE,Manhattan,0.11510863065577039
WEST 135TH ST WB APPROACH TO ADAM CLT POWELL BLVD,Manhattan,0.11510863065577039
WEST 135TH ST EB APPROACH TO LENOX AVE,Manhattan,0.11510863065577039
84 Street,Brooklyn,0.1150989482079657
West 55 Street,Manhattan,0.11509715994020926
JAMES ST,Manhattan,0.11509358821186778
De Groot Place,Staten Island,0.11508569151056197
Mazeau Street,Queens,0.11508252137601908
Lefferts Place,Brooklyn,0.11508252137601908
Audubon Avenue,Manhattan,0.11507026811521978
W 136 ST,Manhattan,0.11507026811521978
East 91 Street,Manhattan,0.1150398406374502
East 38 Street,Manhattan,0.11503587086488641
E/B E 23 ST @ 2ND AVE,Manhattan,0.11501295078700936
East 35 Street,Manhattan,0.11501295078700936
S/B STEINWAY ST @ 30 AVE,Queens,0.11499279431496298
East 24 Street,Brooklyn,0.11499003984063745
W 134 ST,Manhattan,0.11495569053071791
Convent Avenue,Manhattan,0.11494651347068145
E/B EAST 14TH ST @ 4TH AVE,Manhattan,0.11493280238924838
W/B EAST 14TH ST@ UNION SEQUARE EAST,Manhattan,0.11493280238924838
JERSEY ST,Manhattan,0.11492767311229309
STANTON ST,Manhattan,0.11492767311229309
Gerard Avenue,Bronx,0.1149025069637883
Lirr Penn Central Line,Queens,0.11489679184282517
Jackson Avenue,Bronx,0.11488705343815304
Pelham Line,Bronx,0.11484705297189754
LOUIS STREET,Staten Island,0.11476713554351609
34 Avenue,Queens,0.11464211464211464
Manor Avenue,Bronx,0.11458901731236669
47 ROAD,Queens,0.11458488412485733
16 Avenue,Brooklyn,0.11455859065716548
West 121 Street,Manhattan,0.11451992931474574
47 Road,Queens,0.1145094928865315
W/B 78 ST @ 11 AVE,Brooklyn,0.11446559587547095
Parade Place,Brooklyn,0.11446409989594172
Avenue I,Brooklyn,0.11442021803766105
18 Street,Brooklyn,0.114419985159535
Prospect Park Southwest,Brooklyn,0.114419985159535
Marathon Parkway,Queens,0.1144097050991222
64 Street,Brooklyn,0.1144088791992865
10 Street,Staten Island,0.11436196500939014
Dean Street,Brooklyn,0.11432247847174107
Hoyt Street,Brooklyn,0.11426876884297929
Gallatin Place,Brooklyn,0.11423063615243932
Forbell Street,Brooklyn,0.1142123203082547
Mc Donald Avenue,Brooklyn,0.11415592751691107
Stratford Road,Brooklyn,0.11415592751691107
38 Avenue,Queens,0.11414171360806404
East 7 Street,Brooklyn,0.11409230161083111
Thornhill Avenue,Queens,0.11405887864293111
46 Road,Queens,0.11402081175716329
Brooklyn Queens Ep Et 32 B Wb,Brooklyn,0.11401483519182591
Bronx River Avenue,Bronx,0.11398401263199448
103 Avenue,Queens,0.11396823835980137
Emmons Avenue,Brooklyn,0.11396714194089497
Marion Avenue,Bronx,0.11394591393604421
LEVERETT AV,Staten Island,0.11389857135843684
101 AV,Brooklyn,0.11389532876239333
LENOX AVENUE,Manhattan,0.1137983581575972
BAYCHESTER AV,Bronx,0.11373823949559135
PLATINUM AV,Staten Island,0.11373569709767715
YUKON AV,Staten Island,0.11373569709767715
West 9 Street,Brooklyn,0.11373263717860309
FRESH KILLS BR,Staten Island,0.11370892479984282
Nelson Street,Brooklyn,0.11370348493797992
Coles Street,Brooklyn,0.11370348493797992
ASCH LOOP,Bronx,0.1136822411501157
E 60 ST,Manhattan,0.1136710480972776
Centre Street,Brooklyn,0.11366545239736142
N/B HUTCHINSON RIVER PKWY @ CITY LINE,Bronx,0.11365426265012797
QUEENSBORO BR,Manhattan,0.11358061034245903
MOUNT EDEN PKWY/E MOUNT EDEN AV,Bronx,0.11355149371069183
E MOSHOLU PKWY S,Bronx,0.11355149371069183
MEADOW LAKE BRIDGE,Queens,0.11355149371069183
VERMONT PL,Queens,0.11349287916605491
HOMECREST AVENUE,Brooklyn,0.11348110286528727
EAST 2 STREET,Brooklyn,0.11348110286528727
Pugsley Avenue,Bronx,0.11333659013190034
JACKIE ROBINSON PKWY EB EXIT 2/JRP EB EXIT 2,Queens,0.11333039604445097
HEMPSTEAD AV,Queens,0.1132640047091141
ATLANTIC AV,Brooklyn,0.11325844901162506
ROCKAWAY BLVD/WOODHAVEN BLVD,Queens,0.1131899887348778
E 63 STREET PEDESTRIAN OPAS,Manhattan,0.1131899887348778
MEADOW LK BRIDGE,Queens,0.1131899887348778
FRISBY AV,Bronx,0.1131899887348778
VERMONT PLACE,Queens,0.1131899887348778
AMHERST ST,Brooklyn,0.11316872427983539
145 ST BR,Manhattan,0.11314190513524108
HOLLIS AVENUE,Queens,0.11312637496944512
LOCUST AVENUE,Bronx,0.11311796377875673
SOUTH CONDUIT AVENUE,Queens,0.11292057902973396
SARATOGA AVENUE,Brooklyn,0.11269455252918288
ROCKAWAY BLVD,Queens,0.11255179137216671
75 Avenue,Queens,0.11245077543876708
81 Avenue,Queens,0.11227166731441897
132 Street,Queens,0.1122567528318327
130 Street,Queens,0.1122305643012836
Leonard Street,Brooklyn,0.11218944099378882
Jerome Avenue Line,Bronx,0.11214726310165622
GREENPOINT AVENUE,Brooklyn,0.11208024422154383
Alexander Avenue,Bronx,0.1120693832065507
MC GUINNESS BLVD SOUTH,Brooklyn,0.11206896551724138
41 AV,Queens,0.11202755810004367
N CONDUIT AV,Queens,0.11185931595775603
FARRAGUT RD,Brooklyn,0.1116719546197481
7TH AVE APPROACHING 78TH ST,Brooklyn,0.11158342189160468
RUTLAND RD,Brooklyn,0.11142074664872915
64 ST,Brooklyn,0.11140058860423602
E 163 ST,Bronx,0.11137909411026964
LENOX RD,Brooklyn,0.11136690647482014
BURNETT ST/AV P,Brooklyn,0.11128165771297006
ROCKAWAY BLVD WB APPROACH TO LEFFERTS BLVD,Queens,0.11120208052398382
113 ST,Queens,0.1111806625577812
