Intersection,Borough,score
EAST 36 STREET,Manhattan,1.0
UNIVERSITY HEIGHTS BRIDGE,Manhattan,1.0
MADISON AVENUE BRIDGE,Manhattan,1.0
PROSPECT PARK SOUTHWEST,Brooklyn,1.0
E/B JEWEL AVE (E LEG) @ 164 ST,Queens,1.0
JAMAICA AVE APPROACHING MERRICK RD,Queens,1.0
PROSPECT STREET,Brooklyn,1.0
WOODHAVEN BLVD MAIN RD APROACH TO ROCKAWAY BLVD,Queens,1.0
N/B CROSSBAY BLVD @ ROCKAWAY BLVD,Queens,1.0
S/B WOODHAVEN BLVD(M RD)@ ROCKAWAY BLVD,Queens,1.0
E/B LIE MAIN RD(2 LAN N SIDE)@CITY LINE,Queens,1.0
LORIMER ST BET BOERUM ST & BROADWAY,Brooklyn,1.0
W/B ALEXANDER HAMILTON BR S/S 2 LANES,Manhattan,1.0
RIVERSIDE DRIVE,Manhattan,1.0
N/B BRIDGE EXT (NEW ST) @ E 61 ST,Manhattan,1.0
W/B E TREMONT AVE @ ROBERTS AVE,Bronx,1.0
W/B INTERBOROUGH PKWY @ VERMONT PL,Queens,1.0
FDR DRIVE @ EAST 63 ST ENTRANCE,Manhattan,1.0
WESTCHESTER AVE BET TRINITY & JACKSON AVES,Bronx,1.0
E/B PARK CIRCLE @ CONEY ISLAND AVENUE,Brooklyn,1.0
S/B PARK CIRCLE @ OCEAN PKWY,Brooklyn,1.0
AVENUE N,Brooklyn,1.0
AVENUE F,Brooklyn,1.0
WEST 112 STREET,Manhattan,1.0
WEST 62 STREET,Manhattan,1.0
WEST 212 STREET,Manhattan,1.0
WEST 96 STREET,Manhattan,1.0
BROADWAY BRIDGE,Manhattan,1.0
33 STREET,Queens,1.0
WEST 220 STREET,Manhattan,1.0
WEST 178 STREET,Manhattan,1.0
WALKER STREET,Manhattan,1.0
E/B LINDEN BLVD SVCE RD @ 78 ST,Brooklyn,1.0
RIDGE BOULEVARD,Brooklyn,1.0
E/B 63 RD @ 97 ST,Queens,1.0
63rd RD EB APPR TO 97th ST,Queens,1.0
62nd DR WB APPR TO 97th ST,Queens,1.0
FDR DRIVE EXIT 7 NORTHBOUND,Manhattan,1.0
EAST 49 STREET,Manhattan,1.0
66 AVENUE,Queens,1.0
MANOR AVENUE,Bronx,1.0
UNIONPORT ROAD,Bronx,1.0
EAST 103 STREET,Brooklyn,1.0
EAST 105 STREET,Brooklyn,1.0
65 PLACE,Queens,1.0
63 STREET,Queens,1.0
50 AVENUE,Queens,1.0
44 AVENUE,Queens,1.0
26 AVENUE,Brooklyn,1.0
TERRACE PLACE,Brooklyn,1.0
CANAL STREET,Manhattan,1.0
QUEENS PLZ S,Queens,1.0
MACOMBS DAM BRG,Manhattan,1.0
S/B HUTCHINSON RIVER PKWY @ CITY LINE,Bronx,1.0
LONG IS EXWY,Queens,1.0
W/B HEMSTEAD AVE @ CITY LINE,Queens,1.0
W/B ENT.RAMP TO HEMPSTEAD AV@CITY LINE,Queens,1.0
DEEGAN EXWY SR,Bronx,1.0
MAJOR DEEGAN EXWY,Bronx,1.0
BEP EB EXIT 25 A,Queens,1.0
S/B HENRY HUDSON PARKWAY @ CITY LINE,Bronx,1.0
N/B MAJOR DEEGAN EXPWY @ CITY LINE,Bronx,1.0
46 STREET,Queens,1.0
47 STREET,Queens,1.0
86 AVENUE,Queens,1.0
N/B WALDO AVE @ MANHATTAN COLLEGE PKWY,Bronx,1.0
HULL AV,Staten Island,1.0
MIDLAND AVE BET GRANT PL & HYLAN BLVD,Staten Island,1.0
FIELDWAY AV,Staten Island,1.0
E/B 59 AVE @ 164 ST,Queens,1.0
168 STREET,Queens,1.0
184 STREET,Queens,1.0
BELT PARKWAY EXIT 6 NORTH WB,Brooklyn,1.0
BELT PARKWAY EXIT 25 B NB,Queens,1.0
BELT PARKWAY EXIT 21 WESTBOUND,Queens,1.0
BATTERY PK UNDERPASS,Manhattan,1.0
WEST 29 STREET,Manhattan,1.0
N/B 164 ST @ 77 ROAD,Queens,1.0
ROSEDALE AVENUE,Bronx,1.0
55 AVENUE,Queens,1.0
S/B DITMARS BLVD @ 102 ST,Queens,1.0
LOCUST AVENUE,Bronx,1.0
MAURICE AVENUE,Queens,1.0
BORDEN AVENUE BRIDGE,Queens,1.0
W/B UNIONPORT BRIDGE @ ZEREGA AVE,Bronx,1.0
CITY ISLAND BR,Bronx,1.0
WEST 176 STREET,Manhattan,1.0
WEST 182 STREET,Manhattan,1.0
WEST 181 STREET,Manhattan,1.0
HUGH L CAREY TUNNEL EXIT,Manhattan,1.0
GREENWICH STREET,Manhattan,1.0
VAN CORTLANDT AVENUE EAST,Bronx,1.0
SILVER ST @ E TREMONT AVE,Bronx,1.0
S/B WESTCHESTER AVE @ E TREMONT AVE,Bronx,1.0
HICKS ST BET ATLANTIC AVE & PACIFIC ST,Brooklyn,1.0
121 AV,Queens,1.0
S/B HUTCHINSON RIVER PKWY @ BARTOW AVE,Bronx,1.0
BEDFORD PARK BOULEVARD,Bronx,1.0
DUMONT AVENUE,Brooklyn,1.0
E 165TH ST BET E 164TH & CRAND CONCOURSE,Bronx,1.0
N/B KENT AVE @ NORTH 14TH ST,Brooklyn,1.0
S/B MAIN ST @ 78 ROAD,Queens,1.0
N/B MAIN ST @ 78 ROAD,Queens,1.0
N/B MAIN ST @ 78 RD (N LEG),Queens,1.0
MADISON AVENUE BR APPROACH,Bronx,1.0
DAHLGREN PLACE,Brooklyn,1.0
109 AVENUE,Queens,1.0
WILLETS POINT BOULEVARD,Queens,1.0
ROCKAWAY BLVD EB AT ENTRA NCE/EXIT TO HOME DEPOT,Queens,1.0
UTICA AVE BET LINDEN BLVD & LENOX RD,Brooklyn,1.0
UTICA AVE SB APPROACH TO LINDEN BLVD,Brooklyn,1.0
N/B 130 ST @ 111 AVE,Queens,1.0
N/B 223 ST @ 116 AVE,Queens,1.0
HENRY HUDSON PKWY W,Bronx,1.0
E/B 145TH ST BR @ E 149 ST,Manhattan,1.0
LINDEN BLVD SB APPROACH TO ROCKAWAY BLVD,Queens,1.0
EXIT FROM HOME DEPOT AT ROCKAWAY BLVD,Queens,1.0
S/B 94 ST @ ROCKAWAY BLVD,Queens,1.0
CONDUIT AVE WB APPROACH TO ROCKAWAY BLVD,Queens,1.0
LINCOLN AVENUE,Brooklyn,1.0
E/B ST. CLAIRE PLACE @ RIVERSIDE DR,Manhattan,1.0
DUFFIELD ST,Brooklyn,1.0
S/B CLASSON AVE @ FULTON ST,Brooklyn,1.0
E 72ND ST BET 1ST AVE & YORK AVE,Manhattan,1.0
E/B ARTHUR KILL RD @ CORTELYOU AVE,Staten Island,1.0
EAST 134 STREET,Bronx,1.0
N/B CLASSON AVE @ CLIFTON PLACE,Brooklyn,1.0
LEFFERTS BLVD NB APPROACH TO ROCKAWAY BLVD,Queens,1.0
122 PL,Queens,1.0
W/B SANTIAGO ST @ PALO ALTO AVE,Queens,1.0
E/B SANTIAGO ST @ PALO ALTO AVE,Queens,1.0
SENATOR STREET,Brooklyn,1.0
EAST 12 STREET,Manhattan,1.0
WHITESTONE EXPRESSWAY SR EAST,Queens,1.0
N/B GOULDEN AVE @ W 197 ST,Bronx,1.0
S/B GOULDEN AVE @ RESERVOIR AVE,Bronx,1.0
S/B RESERVOIR AVE @ STRONG ST,Bronx,1.0
EDGAR STREET,Manhattan,1.0
E/B BRUCKNER EXPWY MAIN @ BRONX RIVR AVE,Bronx,1.0
NEW YORK AVENUE,Brooklyn,1.0
DRIGGS AVENUE,Brooklyn,1.0
BROOKLYN AVENUE,Brooklyn,1.0
BROOKLYN AVE BTWN FULTON ST & HERKIMER ST,Brooklyn,1.0
N/B MARSH AVE @ S. I. MALL DR,Staten Island,1.0
STEINWAY AVENUE,Staten Island,1.0
NOME AVENUE,Staten Island,1.0
E/B 111 AVE @ 130 ST,Queens,1.0
ROCKAWAY BLVD SB APPROACH TO 130TH STREET,Queens,1.0
GULF AVENUE,Staten Island,1.0
FLUSHING AVE @ RYERSON ST,Brooklyn,1.0
ADAMS PLACE,Bronx,1.0
ROCKAWAY BLVD NB APPROACH TO 130TH STREET,Queens,1.0
ROCKAWAY BLVD WB APPROACH TO 130TH ST,Queens,1.0
W/B 111 AVE @ 130 ST,Queens,1.0
S/B 74 ST@ GRAND AVE,Queens,1.0
W/B MYRTLE AVE @ GRAND AVE,Brooklyn,1.0
E/B MYRTLE AVE @ GRAND AVE,Brooklyn,1.0
S 5 ST,Brooklyn,1.0
N/B ECKFORD ST @ NASSAU AVE,Brooklyn,1.0
S 8 ST,Brooklyn,1.0
BQE EB EN WILLIAMSBURG STREET E,Brooklyn,1.0
PARK LANE,Queens,1.0
N/B TRYON AVE @ E GUN HILL RD,Bronx,1.0
77 ROAD,Queens,1.0
N/B PARK CIRCLE @ PARKSIDE AVENUE,Brooklyn,1.0
S 5 PL,Brooklyn,1.0
PELHAM BRIDGE,Bronx,1.0
W/B EAST GUN HILL RD @ KINGS COLLEGE PL,Bronx,1.0
W/B EAST GUN HILL RD @ TRYON AVE,Bronx,1.0
EXIT FROM GOWANUS TO FT HAMILTON PKWY,Brooklyn,1.0
EAST 174 STREET,Bronx,1.0
E/B E 174 ST BRIDGE @ BRONX RIVER AVE,Bronx,1.0
SOUTH 9 STREET,Brooklyn,1.0
S/B KINGS COLLEGE PL @ EAST GUN HILL RD,Bronx,1.0
135TH ST N/O AMBULANCE ENTRANCE/EXIT,Queens,1.0
CONEY ISL AVE & CORTELYOU RD BET AVE C & CORTELYOU,Brooklyn,1.0
3 STREET BRIDGE,Brooklyn,1.0
UNION ST BRIDGE,Brooklyn,1.0
W/B 75 AVE @ 150 ST,Queens,1.0
BROADWAY BET HENRY HUDSON PKWY SB EXIT & 256TH ST,Bronx,1.0
LINDENWOOD RD,Staten Island,1.0
KINGSTON AVENUE,Brooklyn,1.0
ROCKAWAY BLVD WB APPROACH TO SUTPHIN BLVD,Queens,1.0
MAJOR DEEGAN EXPRESSWAY SR,Bronx,1.0
E/B E GUN HILL RD @ TRYON AVE,Bronx,1.0
RIVERDALE AV,Bronx,1.0
RIVERDALE AVENUE,Bronx,1.0
BROADWAY @ CARYL AVE (CITY LINE),Bronx,1.0
LAFAYETTE AVE @ TOMPKINS AVE,Brooklyn,1.0
W/B MACDONOUGH ST @ TOMPKINS AVE,Brooklyn,1.0
TOMPKINS AVENUE,Brooklyn,1.0
S/B GRAHAM AVE @ POWERS ST,Brooklyn,1.0
N/B GRAHAM AVE @ POWERS ST,Brooklyn,1.0
AVENUE R,Brooklyn,1.0
KATAN AV,Staten Island,1.0
DESBROSSES STREET,Manhattan,1.0
N/B NORTH CHANNEL BRIDGE @ 165 AVE,Queens,1.0
N CHANNEL BR,Queens,1.0
S/B NORTH CHANNEL BRIDGE @ 1ST ROAD,Queens,1.0
62nd DR SB APPR TO QUEENS BLVD,Queens,1.0
WATERSIDE PKWY,Staten Island,1.0
LARCH CT,Staten Island,1.0
BRUCKNER EP WB EN SHERIDAN EP,Bronx,1.0
Crystal Street,Brooklyn,1.0
East 119 Street,Manhattan,1.0
Brooklyn Avenue,Brooklyn,1.0
Glenmore Avenue,Brooklyn,1.0
DOSCHER ST,Brooklyn,1.0
Myrtle Avenue Line,Brooklyn,1.0
Lirr Bay Ridge Line,Brooklyn,1.0
Catalpa Avenue,Queens,1.0
ADELPHI ST,Brooklyn,1.0
Fanchon Place,Brooklyn,1.0
DOUGLASS ST,Brooklyn,1.0
Brooklyn Queens Expwy Et 41 Eb,Queens,1.0
STAFFORD AV,Staten Island,1.0
ROSS ST,Brooklyn,1.0
BK BR EN RP,Manhattan,1.0
75 ST,Queens,1.0
KNICKER BOCKER AV,Brooklyn,1.0
CAPUCHIN WY,Bronx,1.0
COLDEN AV,Bronx,1.0
WYTHE AV/FRANKLIN AV,Brooklyn,1.0
217 ST,Queens,1.0
24 Avenue,Queens,1.0
68 St,Brooklyn,1.0
Grove Street,Queens,1.0
St Pauls Place,Brooklyn,1.0
Grace Avenue,Bronx,1.0
CHARLES ST,Manhattan,1.0
Beekman Street,Manhattan,1.0
CENTRE ST,Queens,1.0
STEPHEN ST,Queens,1.0
Berry Avenue,Staten Island,1.0
BEACH 116 ST,Queens,1.0
LITTLE NECK PKWY,Queens,1.0
Remsen Lane,Queens,1.0
60 Lane,Queens,1.0
STERLING ST,Brooklyn,1.0
BLUE HERON DR,Staten Island,1.0
5 AV/W 16 ST,Manhattan,1.0
E 236 ST,Bronx,1.0
Union Avenue,Bronx,1.0
Prospect Avenue,Bronx,1.0
Rev James Polite Avenue,Bronx,1.0
241 ST,Queens,1.0
73 Place,Queens,1.0
FOREST GRN,Staten Island,1.0
Parkside Court,Brooklyn,1.0
56 Avenue,Queens,1.0
East 10 Street Pedestrian Ovps,Manhattan,1.0
Tinton Avenue,Bronx,1.0
65 AV,Queens,1.0
PEARTREE AV,Bronx,1.0
116 AV,Queens,1.0
Rutland Road,Brooklyn,1.0
TRSMAN EXWY EN RP/CROSS BRONX EP EN RAMP,Manhattan,1.0
POWELL ST,Brooklyn,1.0
STATEN IS MALL DR,Staten Island,1.0
West 40 Street,Manhattan,1.0
16 ST,Brooklyn,1.0
27 Avenue,Brooklyn,1.0
81 Street,Queens,1.0
101 Avenue,Queens,1.0
84 ST/DIGBY PL,Queens,1.0
HOME ST,Bronx,1.0
REV JAMES POLITE AV/LYMAN PL,Bronx,1.0
W 43 ST,Manhattan,1.0
East 35 Street,Manhattan,1.0
Lombardy Street,Brooklyn,1.0
West Avenue,Brooklyn,1.0
FOREST HILL RD/BIKE PATH,Staten Island,1.0
32 ST,Brooklyn,1.0
NEW YORK AV,Brooklyn,1.0
BRYANT AVENUE,Bronx,1.0
Long Island Expwy Et 17 E-w Eb,Queens,1.0
FDR DRIVE NORTHBOUND EXIT 2,Manhattan,1.0
95 Street,Queens,1.0
WEST 134 STREET,Manhattan,1.0
Ave T and Ave S,Brooklyn,1.0
Avenue P,Brooklyn,1.0
MARSH AV,Staten Island,1.0
W 171 ST/EDGECOMBE AV,Manhattan,1.0
33 ST,Queens,1.0
Forest Park Greenway,Queens,1.0
83 STREET,Queens,1.0
N SHR TOWER DRIVEWAY,Queens,1.0
BROAD ST,Manhattan,1.0
88 ST,Queens,1.0
Van Wyck Expressway,Queens,1.0
East 162 Street,Bronx,1.0
EAST RD/BIKE PATH,Manhattan,1.0
85 AV,Queens,1.0
75 AVE,Queens,1.0
GREAVES AV,Staten Island,1.0
West End Avenue,Manhattan,1.0
W 74 ST,Manhattan,1.0
W 75 ST,Manhattan,1.0
HENRY HUDSON PKWY SB ET 10 E-W,Manhattan,1.0
Rockland Avenue,Staten Island,1.0
NOME AV,Staten Island,1.0
FRASER ST,Staten Island,1.0
BRIDGETOWN,Staten Island,1.0
DENKER PL,Staten Island,1.0
TRAVIS AV,Staten Island,1.0
Kelly Boulevard,Staten Island,1.0
SENECA LOOP,Staten Island,1.0
STEERS ST,Staten Island,1.0
Roberts Avenue,Bronx,1.0
Philip Avenue,Bronx,1.0
FRANKLIN ST/KENT AV,Brooklyn,1.0
131 ST,Queens,1.0
Jerome Avenue Line,Bronx,1.0
NEREID AV,Bronx,1.0
Maspeth Avenue,Brooklyn,1.0
BRIDGE PLAZA CT,Brooklyn,1.0
LINDBERGH AV,Staten Island,1.0
WEST 6th ST N.OF 86th ST,Brooklyn,1.0
S/B RIVERSIDE DR @ ST. CLAIRE PLACE,Manhattan,1.0
W/B MASPETH AVE @ KINGSLAND AVE,Brooklyn,1.0
PELHM PKY W OF SB HUT RIVR PKY OF RP,Bronx,1.0
E/B HIGHLAWN AVE @ W 13 ST,Brooklyn,1.0
STILLWELL AV BR,Brooklyn,1.0
N/B MCGUINNESS BLVD @ NORMAN AVE,Brooklyn,1.0
N/B MCGUINNESS BLVD @ NASSAU AVE,Brooklyn,1.0
QUEENS MIDTOWN EXPRESSWAY BRIDGE,Queens,1.0
MORNINGSIDE AVENUE,Manhattan,1.0
WEST 121 STREET,Manhattan,1.0
GREENE AV,Brooklyn,1.0
W 173rd ST APPR WADSWORTH AVE.,Manhattan,1.0
W 120TH ST BET LENOX AVE & MT MORRIS PARK W,Manhattan,1.0
W 124TH ST BET 5TH AVE & MT MORRIS PARK W,Manhattan,1.0
HUNTERS PT BR,Queens,1.0
EAST 235 STREET,Bronx,1.0
MT EDEN AVE APPROACH TO GRAND CONCOURSE,Bronx,1.0
4 AVENUE,Brooklyn,1.0
AUDUBON AVENUE,Manhattan,1.0
WADSWORTH AVE N/O W 173rd ST,Manhattan,1.0
BROADWAY N/O W 173rd ST,Manhattan,1.0
E 120TH ST BET 5TH AVE & MADISON AVE,Manhattan,1.0
N/B 7 AVENUE @ 82 STREET,Brooklyn,1.0
W 155TH ST EB&WB WEST OF HARLEM RIVER DRIVE,Manhattan,1.0
BEACH 37 STREET,Queens,1.0
BEACH 41 STREET,Queens,1.0
BEADEL STREET,Brooklyn,1.0
E 233RD ST BET BYRON AVE & WHITE PLAINS RD,Bronx,1.0
MT MORRIS PARK W BET W 120TH ST & W 121ST ST,Manhattan,1.0
GRAND CENTRAL PKWY WB EN 94 ST,Queens,1.0
HANCOCK STREET,Brooklyn,1.0
WEST 135TH ST EB APPROACH TO FR. DOUGLASS BLVD,Manhattan,1.0
S/B 38 ST @ 23 AVE,Queens,1.0
W/B 62 DR @  YELLOWSTONE BLVD,Queens,1.0
W/B GROTON ST @  YELLOWSTONE BLVD,Queens,1.0
BEACH 38 STREET,Queens,1.0
BROOKLYN QUEENS EXPWY ET 34 WB,Brooklyn,1.0
E 233RD ST BET CARPENTER AVE & WHITE PLAINS RD,Bronx,1.0
NEPTUNE AVE BET W 15TH & 16TH STS,Brooklyn,1.0
COOPER STREET,Brooklyn,1.0
DECATUR STREET,Brooklyn,1.0
JEFFERSON AVENUE,Brooklyn,1.0
HOMECREST AVENUE,Brooklyn,1.0
EAST 2 STREET,Brooklyn,1.0
AVE V-EB APPROACHING BRAGG ST,Brooklyn,1.0
JOHN ST,Brooklyn,1.0
GRAND CENTRAL PARKWAY ET 45 WB,Queens,1.0
E/B 57 AVE @ 92 ST,Queens,1.0
EAST 220 STREET,Bronx,1.0
AVENUE S,Brooklyn,1.0
63rd AVE BET QUEENS BLVD & SAUNDERS ST,Queens,1.0
S/B 63 AVE @ SAUNDERS ST,Queens,1.0
N/B E 96 ST @ FLATLANDS AVE,Brooklyn,1.0
UTICA AVE SB APPROACH TO FLATLANDS AVE,Brooklyn,1.0
UTICA AVE FLATBUSH AVE NB JUST NORTH OF AVE T,Brooklyn,1.0
WEST 179 STREET,Manhattan,1.0
S/B AVE N @ E 54 ST,Brooklyn,1.0
W/B AVE N @ E 54 ST,Brooklyn,1.0
WEST 155 STREET,Manhattan,1.0
BAY PKWY APPROACH TO 72ND ST,Brooklyn,1.0
RYDER STREET,Brooklyn,1.0
EAST 51 STREET,Brooklyn,1.0
EAST 234 STREET,Bronx,1.0
BELT PKWY EB EN PENNSYLVANIA AVE,Brooklyn,1.0
N/B JEROME AVE @MACOMBS DAM BR. APPROACH,Bronx,1.0
CROPSEY AVENUE BRIDGE,Brooklyn,1.0
STILLWELL AVENUE BRIDGE,Brooklyn,1.0
N/B W 13 ST @ HIGHLAWN AVE,Brooklyn,1.0
E/B AVE N @ E 54 ST,Brooklyn,1.0
W/B HIGHLAWN AVE @ W 13 ST,Brooklyn,1.0
S/B CEN. PK EXT TO 7 AVE @ CENT. PK S,Manhattan,1.0
CBE SB ENTRANCE WASHINGTON BRDG,Manhattan,1.0
BELT PKWY WB EN FLATBUSH AVE SB,Brooklyn,1.0
EAST 221 STREET,Bronx,1.0
LACONIA AVENUE,Bronx,1.0
W/B 70 ST @ 12 AVE,Brooklyn,1.0
BAY PKWY BET 76TH ST & AVE P,Brooklyn,1.0
BAY PARKWAY NB APPROACH TO 75TH ST,Brooklyn,1.0
W/B MYRTLE AVE @ 76 ST,Queens,1.0
NB FT HAMILTON PKWY APPRO ACHING BAY RIDGE PKWY,Brooklyn,1.0
FT HAMILTON PKWY NB APPR BAY RIDGE PKWY,Brooklyn,1.0
W/B 78 ST @ 11 AVE,Brooklyn,1.0
DELAFIELD AVENUE,Staten Island,1.0
BOGART ST,Brooklyn,1.0
IRVING AVENUE,Brooklyn,1.0
VAN BUREN STREET,Brooklyn,1.0
E/B QBB SOUTH OUTER ROADWAY,Manhattan,1.0
ED KOCH QUEENSBORO BRG,Queens,1.0
NEWTOWN AVE,Queens,1.0
CLINTON ST,Brooklyn,1.0
MYRTLE AVE BET ST NICHOLAS AVE & PALMETTO,Brooklyn,1.0
56 STREET,Queens,1.0
N/B SMITH ST @ SACKETT ST,Brooklyn,1.0
4TH AVE APPROACHING UNION ST,Brooklyn,1.0
UNION ST BR,Brooklyn,1.0
S/B ROCHESTER AVE @ UNION ST,Brooklyn,1.0
BROOKLYN AVE BTWN EASTERN PKWY & UNION ST,Brooklyn,1.0
E/B 30 AVE @  STEINWAY ST,Queens,1.0
E/B 34 AVE @ STEINWAY ST,Queens,1.0
E/B 31 AVE @ STEINWAY ST,Queens,1.0
4TH AVE APPROACHING 39TH ST,Brooklyn,1.0
THAMES STREET,Brooklyn,1.0
9 STREET BRIDGE,Brooklyn,1.0
TEN EYCK ST,Brooklyn,1.0
SCHOLES ST,Brooklyn,1.0
MESEROLE ST,Brooklyn,1.0
MYRTLE AVE BET EVERGREEN AVE & HART ST,Brooklyn,1.0
STOCKHOLM ST,Brooklyn,1.0
KNICKERBOCKER AVENUE,Brooklyn,1.0
SCOTT AVENUE,Brooklyn,1.0
S/B LEONARD ST @ NASSAU AVE,Brooklyn,1.0
N/B MANHATTAN AVE @ NORMAN AVE,Brooklyn,1.0
S/B MCGUINNESS BLVD @ NORMAN AVE,Brooklyn,1.0
N/B ROCHESTER AVE @ UNION ST,Brooklyn,1.0
32 AVENUE,Queens,1.0
S/B 138 ST @ 31 RD,Queens,1.0
N/B 138 ST @ 31 RD,Queens,1.0
W/B MILL BASIN BRIDGE @ BELT PKWY,Brooklyn,1.0
E/B MILL BASIN BRIDGE @ BELT PKWY,Brooklyn,1.0
W/B E 14 ST (SERVICE) @ 1ST AVE,Manhattan,1.0
W/B E 14 ST (SERVICE RD) @ 1ST AVE,Manhattan,1.0
E/B 64 AVE @ 184 ST,Queens,1.0
W/B 64 AVE @ 184 ST,Queens,1.0
EAST 125 STREET,Manhattan,1.0
17 AVENUE,Brooklyn,1.0
W/B SAUNDERS ST @ 63 AVE,Queens,1.0
ROCKAWAY BLVD WB APPROACH TO ATLANTIC AVE,Queens,1.0
WEST 180 STREET,Bronx,1.0
SCHERMERHORN STREET,Brooklyn,1.0
W/B UNION TURNPIKE @ LANGDALE ST -,Queens,1.0
S/B 11 AVE @ 81 ST,Brooklyn,1.0
S/B FRESH KILLS BRIDGE @ FOREST HILL RD-,Staten Island,1.0
WEST BURNSIDE AVENUE,Bronx,1.0
E/B W 235 ST @ INDEPENDENCE AVE,Bronx,1.0
N/B BRONX RIVER PKWY @ SOUTH OF -,Bronx,1.0
3RD AVE APPROACHING E  72 ND ST,Manhattan,1.0
W/B 60 ROAD @ FRESH POND ROAD,Queens,1.0
W/B METROPOLITAN AVE @ FRESH POND RD,Queens,1.0
65 PL,Queens,1.0
69 STREET,Queens,1.0
RUST STREET,Queens,1.0
WANAMAKER PLACE,Manhattan,1.0
NEVINS STREET,Brooklyn,1.0
96 STREET,Queens,1.0
STATE ST,Manhattan,1.0
BROAD STREET,Manhattan,1.0
S/B 30 ST @ 35 AVE,Queens,1.0
New Dorp La WB Between,Staten Island,1.0
WYCKOFF AVE BET GATES & MYRTLE AVES,Brooklyn,1.0
MYRTLE AVE BET GATES & WYCKOFF AVES,Brooklyn,1.0
S/B CLASSON AVE @ GATES AVE,Brooklyn,1.0
MARTLING AVENUE,Staten Island,1.0
WILLIAM/OLD SLIP,Manhattan,1.0
HALLECK STREET,Bronx,1.0
WATER STREET,Manhattan,1.0
JUNIPER BOULEVARD SOUTH,Queens,1.0
EAST 142 STREET,Bronx,1.0
BROADWAY BET MANHATTAN COLLEGE PKWY & W 251ST ST,Bronx,1.0
LIBERTY STREET,Manhattan,1.0
Bronx River Parkway,Bronx,1.0
BROADWAY EB APPROACH TO 55TH ST,Queens,1.0
E/B WARREN ST @ W BROADWAY - CHURCH ST,Manhattan,1.0
DOUGLASS STREET,Brooklyn,1.0
SMITH STREET,Brooklyn,1.0
ASTORIA BLVD N,Queens,1.0
BERRIAN BOULEVARD,Queens,1.0
S/B MADISON AVE (S OF W 142 ST @ 5 AVE),Manhattan,1.0
N/B BELL BLVD @ 18 AVE,Queens,1.0
S/B BELL BLVD @ 18 AVE,Queens,1.0
CO OP CITY BLVD APPROACH TO ROMBOUTS AVE,Bronx,1.0
BQE WB EXIT 37,Queens,1.0
ATLANTIC AVE BET HENRY & HICKS STS,Brooklyn,1.0
20 AVENUE,Brooklyn,1.0
LINDEN ST,Brooklyn,1.0
ST ANNS AVENUE,Bronx,1.0
ALDRICH ST,Bronx,1.0
NEW ENGLAND THRWY EXIT NB,Bronx,1.0
St Georges Crescent,Bronx,1.0
HUTCHINSON RIVER PKWY BR,Bronx,1.0
Whitestone Expressway Et 14 Nb,Queens,1.0
53 DR,Queens,1.0
OSBORN STREET,Brooklyn,1.0
CARROLL PL/BIKE PATH,Bronx,1.0
Between E. 172nd St and Rockwood St,Bronx,1.0
FRANKLIN ST/N 14 ST,Brooklyn,1.0
West 99 Street,Manhattan,1.0
Ditmas Avenue,Brooklyn,1.0
Madison Avenue Bridge,Bronx,1.0
Old Mill Creek Shoreline,Queens,1.0
Grand Central Parkway Sr East,Queens,1.0
Gowanus Ep Eb Et 17 Lowerdeck,Brooklyn,1.0
MARINE PKWY BR EXIT,Queens,1.0
W 232 ST,Bronx,1.0
Token Street,Staten Island,1.0
22 Street,Queens,1.0
Prospect Expressway Exit 2 Wb,Brooklyn,1.0
Homelawn Street,Queens,1.0
3 Avenue Bridge,Bronx,1.0
READING AV,Staten Island,1.0
GENESEE AV,Staten Island,1.0
12 AV/HHP NB EXIT 12,Manhattan,1.0
Lincoln Avenue,Bronx,1.0
CLIFTON PL,Brooklyn,1.0
W 184 ST/E 184 ST,Bronx,1.0
Boerum Place,Brooklyn,1.0
JEWEL AV,Queens,1.0
Farragut Road,Brooklyn,1.0
BRE EB EN BRYANT AV,Bronx,1.0
St Marks Avenue,Brooklyn,1.0
Bouck Court,Brooklyn,1.0
42 RD,Queens,1.0
ST MARKS AV,Brooklyn,1.0
WINDHAM LOOP,Staten Island,1.0
129 Street,Queens,1.0
6 Avenue,Brooklyn,1.0
East 184 Street,Bronx,1.0
QN PLZ,Queens,1.0
Marion Avenue,Bronx,1.0
RYERSON ST,Brooklyn,1.0
East 188 Street,Bronx,1.0
RODNEY ST,Brooklyn,1.0
Between E. 196th St and Miriam St,Bronx,1.0
East 183 Street,Bronx,1.0
GOTHAM RD,Queens,1.0
Bathgate Avenue,Bronx,1.0
HALL ST,Brooklyn,1.0
BERRY ST,Brooklyn,1.0
Marconi Street,Bronx,1.0
Belmont Avenue,Bronx,1.0
Hewes Street,Brooklyn,1.0
142 ST,Queens,1.0
80 Road,Queens,1.0
RESERVOIR OVAL W,Bronx,1.0
PARKSIDE AV,Brooklyn,1.0
S 5 ST/WILLIAMSBURG BR BIKE AND PED PTH,Brooklyn,1.0
Eastchester Bay Shoreline,Bronx,1.0
65 Avenue,Queens,1.0
FT HAMILTON PKWY/GOE EB EXIT 18,Brooklyn,1.0
Rodney Street,Brooklyn,1.0
104 Street,Queens,1.0
City Island Avenue,Bronx,1.0
89 AV,Queens,1.0
BENNINGTON ST,Brooklyn,1.0
Bqe Wb Entrance Metropolitan Ave,Brooklyn,1.0
136 ST,Queens,1.0
