Intersection,Borough,score
W 8 ST/GREENWICH AV,Manhattan,1.0
Grand Central Pkwy Wb En 94 St,Queens,1.0
Guernsey Street,Brooklyn,1.0
29 ST,Queens,1.0
24 Street,Queens,1.0
Nadine Street,Staten Island,1.0
Waldron Street,Queens,1.0
67 RD,Queens,1.0
145 DR,Brooklyn,1.0
145 ST,Queens,1.0
Lincoln Tunnel Approach,Manhattan,1.0
Hooker Place,Staten Island,1.0
28 Street,Queens,1.0
WANAMAKER PL/E 9 ST,Manhattan,1.0
5 AV/W 15 ST,Manhattan,1.0
GRAND CENTRAL PKWY,Queens,1.0
INWOOD ST,Queens,1.0
Tillary Street,Brooklyn,1.0
N GANNON AV,Staten Island,1.0
PURDY AV,Staten Island,1.0
Sheraden Avenue,Staten Island,1.0
Reeds Mill Lane,Bronx,1.0
De Lavall Avenue,Bronx,1.0
Conner Street,Bronx,1.0
Hollers Avenue,Bronx,1.0
Newel Street,Brooklyn,1.0
Van Wyck Ep Sb En Meadow Lk Rd,Queens,1.0
Dutch Kills Shoreline,Queens,1.0
150 ST/SUTPHIN BLVD,Queens,1.0
30 DR,Queens,1.0
HEBERTON AV,Staten Island,1.0
135 Avenue,Queens,1.0
E 14 ST/BROADWAY,Manhattan,1.0
FDR DR NB EXIT 12/E 60 STREET PEDESTRIAN OPAS,Manhattan,1.0
E 22 ST/W 22 ST,Manhattan,1.0
183 Street,Queens,1.0
185 ST,Queens,1.0
185 Street,Queens,1.0
194 Street,Queens,1.0
87 RD/PALO ALTO AV,Queens,1.0
30 RD,Queens,1.0
Rio Drive,Queens,1.0
Richmond Terrace,Staten Island,1.0
Cedar Grove Avenue,Staten Island,1.0
Foch Boulevard,Queens,1.0
Albany Avenue,Brooklyn,1.0
Stanton Street,Manhattan,1.0
NEWEL ST,Brooklyn,1.0
MOULTRIE ST,Brooklyn,1.0
Gladwin Avenue,Queens,1.0
Grand Concourse,Bronx,1.0
120 Avenue,Queens,1.0
2 Street,Staten Island,1.0
Bqe Wb En Mc Guinness Blvd S,Brooklyn,1.0
Peck Avenue,Queens,1.0
190 Street,Queens,1.0
Cbe Nb Exit 1 A Upperdeck,Manhattan,1.0
W 79 ST/HHP NB EXIT 10 W,Manhattan,1.0
East 11 Street,Manhattan,1.0
Jamaica Avenue,Queens,1.0
193 ST,Queens,1.0
JORDAN ST/FRANCIS LEWIS BLVD,Queens,1.0
202 ST,Queens,1.0
194 ST,Queens,1.0
198 ST,Queens,1.0
ROPES AV,Bronx,1.0
Bryant Avenue,Bronx,1.0
Milburn Street,Staten Island,1.0
169 ST/HOMELAWN ST,Queens,1.0
Dorothea Place,Staten Island,1.0
Olympia Boulevard,Staten Island,1.0
209 ST,Queens,1.0
BEP WB EN CONEY ISL AV,Brooklyn,1.0
MCGUINNESS BLVD SB APPR BET KENT & GREENPOINT,Brooklyn,1.0
MCGUINNESS BLVD NB APPR BET CALYER AND GREENPOINT,Brooklyn,1.0
BOWNE STREET,Queens,1.0
EXT,Staten Island,1.0
EAST 93 STREET,Brooklyn,1.0
N/B PARK AVE SOUTH @ E 19 ST,Manhattan,1.0
W/B 62 DR @ 108 ST,Queens,1.0
62nd DR APPROACH TO 108th ST.,Queens,1.0
E/B 62 DR @ 110 ST,Queens,1.0
72 AV,Queens,1.0
63rd RD APPROACH TO 110th ST,Queens,1.0
N/B SHORE RD @ RIDGE BLVD,Brooklyn,1.0
N/B SHARROTTS RD @ ARTHUR KILL RD,Staten Island,1.0
SHORE PKWY (BELT PKWY),Brooklyn,1.0
ROCKAWAY BLVD EB APPROACH TO LINDEN BLVD,Queens,1.0
E/B JAMAICA AVE @ 202 ST,Queens,1.0
E/B LIE SERVICE ROAD @ CITY LINE,Queens,1.0
W/B 109 AVE @ SPRINGFIELD BLVD,Queens,1.0
E/B FARRAGUT RD @ EAST 79 ST,Brooklyn,1.0
W/B FARRAGUT RD @ EAST 79 ST,Brooklyn,1.0
RALPH AVE N/O CLARENDON RD,Brooklyn,1.0
BEECH AV,Queens,1.0
W/B LIE SERVICE ROAD @ CITY LINE,Queens,1.0
E 233RD ST BET DE REIMER & BAYCHESTER AVES,Bronx,1.0
W/B AVE W @ WEST 6 ST,Brooklyn,1.0
REVIEW AVENUE,Queens,1.0
FRANKLIN STREET,Brooklyn,1.0
E/B 63 RD @ 112 ST,Queens,1.0
63rd RD APPROACH TO GRAND CENTRAL PKWY SER RD WEST,Queens,1.0
MAURICE AV,Queens,1.0
7TH AVE APPROACHING 11TH ST,Brooklyn,1.0
7TH AVE NB APPROACH TO 9TH ST,Brooklyn,1.0
8TH AVE APPROACH TO 9TH ST,Brooklyn,1.0
MULBERRY ST,Manhattan,1.0
BOWERY,Manhattan,1.0
221 STREET,Queens,1.0
E 83RD ST APPROACH TO CANARSIE LN,Brooklyn,1.0
FLATBUSH AVE APPROACH TO LINCOLN RD,Brooklyn,1.0
BAYSIDE AVENUE,Queens,1.0
E TREMONT AVE APPROACH TO WATERBURY AVE,Bronx,1.0
COLONIAL AVE APPROACHING PELHAM PKWY SO,Bronx,1.0
BURR AVE BET PELHAM PKWY S & 196TH ST,Bronx,1.0
ST PAULS AVE APPROACHING PELHAM PKWY SO,Bronx,1.0
W/B 18 AVE @ BELL BLVD,Queens,1.0
ROCKAWAY BLVD SB APPROACH TO 110TH STREET,Queens,1.0
AMTRAK RAILROAD,Queens,1.0
N/B CORTELYOU AVE @ ARTHUR KILL RD,Staten Island,1.0
W/B ARTHUR KILL RD @ CORTELYOU AVE,Staten Island,1.0
9TH ST WB APPROACH TO 8TH AVE,Brooklyn,1.0
3RD ST APPROACH TO PROSPECT PARK WEST,Brooklyn,1.0
W 45 ST,Manhattan,1.0
23RD ST W/O 7TH AVE,Manhattan,1.0
RIVERSIDE DR MAIN RD APPROACH TO W 97TH ST,Manhattan,1.0
E 51 ST,Brooklyn,1.0
E/B AMBOY RD @ AINSWORTH AVE,Staten Island,1.0
N/B AINSWORTH AVE @ AMBOY RD,Staten Island,1.0
N/B ST. JAMES PLACE @ ST. JAMES ST,Manhattan,1.0
WYCKOFF AVE BET MADISON & PALMETTO STS,Brooklyn,1.0
N/B 146 ST @ 20 AVE,Queens,1.0
FARMERS BLVRD BTWN TURIN DRIVE & DUNKIRK DRIVE,Queens,1.0
E/B 109 AVE @  SPRINGFIELD BLVD,Queens,1.0
E 233RD ST BET EDSON & BAYCHESTER AVES,Bronx,1.0
E 233RD ST BET MURDOCK & HILL AVES,Bronx,1.0
THOMSON ST BET 33TH DR & QUEENSBORO BRIDGE RAMP,Queens,1.0
BROADWAY WB APPROACH TO 69TH ST,Queens,1.0
S/B BRONXDALE AVE @ E TREMONT AVE,Bronx,1.0
S/B ROSELLE ST @ SILVER ST,Bronx,1.0
W/B E TREMONT AVE @ BRONXDALE AVE,Bronx,1.0
RHINELANDER AVENUE,Bronx,1.0
YORK AVE BET E 72ND ST & E 73RD ST,Manhattan,1.0
E/B 75 AVE @ GCP SERVICE RD,Queens,1.0
S/B GCP SERVICE RD @ 75 AVE,Queens,1.0
EAST 156 STREET,Bronx,1.0
BAY PKWY SB BET 86th AND BENSON AVE,Brooklyn,1.0
BAY PARKWAY NB APPROACH TO 86TH ST,Brooklyn,1.0
N/B 1ST AVE (3 LANES  W SIDE) @ E 61 ST,Manhattan,1.0
E/B EAST 14TH ST @ 4TH AVE,Manhattan,1.0
W/B EAST 14TH ST@ UNION SEQUARE EAST,Manhattan,1.0
E/B BOOTH MEMORIAL AVE @ 141 ST,Queens,1.0
W/B AVE W @ E 19 ST,Brooklyn,1.0
EB BAY RIDGE PKWY APPROACHING 7TH AVE,Brooklyn,1.0
BAY RIDGE PKWY WB APPROACHING 7TH AVE,Brooklyn,1.0
BAY RIDGE PKWY EB APPROACHING 7TH AVE,Brooklyn,1.0
SKILLMAN AVENUE,Queens,1.0
SLOSSON AVE SB APPROACH TO TILLMAN ST,Staten Island,1.0
E/B RICHMOND RD @ MIDLAND AVE,Staten Island,1.0
BROADWAY EB APPROACH TO 59TH ST,Queens,1.0
S/B ELLSWORTH AVE @  DRUMGOOLE RD W,Staten Island,1.0
NEW LOTS AVENUE,Brooklyn,1.0
TOMLINSON AVENUE,Bronx,1.0
N/B MENAHAN ST @ ONDERDONK AVE,Queens,1.0
LITTLE CLOVE RD BET GAYUGA & SENCECA AVE,Staten Island,1.0
ROCKAWAY BLVD WB APPROACH ING 101ST ST,Queens,1.0
E/B GATES AVE @ CLASSON AVE,Brooklyn,1.0
E/B FULTON ST @ CLASSON AVE,Brooklyn,1.0
W/B EAST 14TH ST @ IRVING PL.,Manhattan,1.0
Ocean Pkwy SB Between,Brooklyn,1.0
WAVE STREET,Staten Island,1.0
HUGUENOT AVENUE,Staten Island,1.0
GOETHALS ROAD NORTH,Staten Island,1.0
GUYON AVENUE,Staten Island,1.0
WEXFORD TERRACE,Queens,1.0
DUNKIRK STREET,Queens,1.0
WOOD STREET,Queens,1.0
N/B CROSS BAY BLVD @ ALBERT RD (SLIP),Queens,1.0
FORBELL STREET,Brooklyn,1.0
S/B 33 ST @ 21 AVE,Queens,1.0
STEINWAY STREET,Queens,1.0
132 STREET,Queens,1.0
ROCKAWAY BLVD WB APPROACH TO LEFFERTS BLVD,Queens,1.0
BAY PARKWAY SB APPROACH TO BATH AVE,Brooklyn,1.0
63rd RD APPROACH YELLOW STONE BLVD,Queens,1.0
PECK AV,Queens,1.0
E/B CHAMBERS ST @ W BROADWAY - CHURCH ST,Manhattan,1.0
EMPIRE BLVD @ BEDFORD AVE,Brooklyn,1.0
BARTLETT ST,Brooklyn,1.0
131 STREET,Queens,1.0
BEACH 9 STREET,Queens,1.0
150 STREET,Queens,1.0
N/B HIMROD ST @ SENECA AVE,Queens,1.0
ROCKAWAY BLVD EB APPROACHING 101ST ST,Queens,1.0
S/B UNION SQUARE WEST@ EAST 14TH ST,Manhattan,1.0
S/B UNION SQUARE WEST @ E 14 ST,Manhattan,1.0
ALBEE AVENUE,Staten Island,1.0
RUTGERS ST,Manhattan,1.0
CENTREVILLE ST,Queens,1.0
MAJOR AVE BTWN DUER AVE & LILY POND AVE,Staten Island,1.0
39 AVENUE,Queens,1.0
STANLEY AVENUE,Brooklyn,1.0
GEORGIA AVENUE,Brooklyn,1.0
N/B YORK AVE @ E 61 ST,Manhattan,1.0
STAGG ST,Brooklyn,1.0
E/B W 178TH ST@ AMSTERDAM AVE & AUDUBON AVE,Manhattan,1.0
W/B W 179TH ST @ AUDUBON AVE,Manhattan,1.0
185TH ST BET AMSTERDAM & AUDUBON AVES,Manhattan,1.0
VYSE AVE BET W FARMS RD & HOME ST,Bronx,1.0
LUKE PL,Queens,1.0
W/B SENECA AVE @ HIMROD ST,Queens,1.0
SCHROEDERS AVENUE,Brooklyn,1.0
S/B AMSTERDAM AVE @ W 125 ST,Manhattan,1.0
FR. DOUGLASS BLVD NB APPROACH TO W 135TH ST,Manhattan,1.0
LEFFERTS BLVD SB APPROACH TO ROCKAWAY BLVD,Queens,1.0
CONDUIT AVE EB APPROACH TO ROCKAWAY BLVD,Queens,1.0
OAK AVENUE,Queens,1.0
ARCHER AVENUE,Queens,1.0
WEST 143 STREET,Manhattan,1.0
235 ST,Queens,1.0
S/B AMSTERDAM AVE @ W 162 ST,Manhattan,1.0
PECK SLIP,Manhattan,1.0
MOUNT EDEN PKWY,Bronx,1.0
HANNAH STREET,Staten Island,1.0
WILSON AVENUE,Brooklyn,1.0
Between 81st Rd and 82nd Ave,Queens,1.0
Beach 31 Street,Queens,1.0
115 Avenue,Queens,1.0
East 10 Road,Queens,1.0
GREENCROFT AV,Staten Island,1.0
163 ST,Queens,1.0
South Conduit Avenue,Brooklyn,1.0
BATTERY PK,Manhattan,1.0
64 Avenue Pedestrian Overpass,Queens,1.0
Corona Avenue,Queens,1.0
23 AV/DITMARS BLVD SQ,Queens,1.0
East 139 Street,Bronx,1.0
230 Street,Queens,1.0
E 7 ST,Brooklyn,1.0
231 Street,Queens,1.0
South Gannon Avenue,Staten Island,1.0
BROOKVILLE BLVD/LAURELTON PARKWAY GREENWAY,Queens,1.0
Freedom Drive,Queens,1.0
19 Street,Brooklyn,1.0
143 Place,Queens,1.0
LEONARD ST,Brooklyn,1.0
West 153 Street,Manhattan,1.0
Mc Intosh Street,Queens,1.0
BARCLAY CIR,Staten Island,1.0
Sapphire Street,Brooklyn,1.0
Sedgwick Avenue,Bronx,1.0
Utica Avenue,Brooklyn,1.0
Parkway Court,Brooklyn,1.0
Melrose Houses Pedestrian Path,Bronx,1.0
97 AVENUE,Queens,1.0
MIDDLETON ST,Brooklyn,1.0
E FORDHAM RD,Bronx,1.0
Gowanus Expwy Wb En Hamilton Ave,Brooklyn,1.0
BEACH 94 ST,Queens,1.0
JACKSON AV/11 ST,Queens,1.0
West 218 Street,Manhattan,1.0
81 AV,Queens,1.0
BAY PLZ DRIVEWAY,Bronx,1.0
Koch Br Pedestrian And Bike Path,Manhattan,1.0
SCHENCK AVENUE,Brooklyn,1.0
Hamilton Avenue,Brooklyn,1.0
Ocean Parkway,Brooklyn,1.0
205 ST,Queens,1.0
OREGON RD,Staten Island,1.0
Old Fulton Street,Brooklyn,1.0
Prospect Expressway,Brooklyn,1.0
Boston Road,Bronx,1.0
Mott Avenue,Queens,1.0
Phelan Place,Bronx,1.0
EMPIRE AV/BALSAM CT,Queens,1.0
Houston/essex Street Line,Manhattan,1.0
E TREMONT AV/ROBERTS AV,Bronx,1.0
JEROME RD,Staten Island,1.0
Mde Sb Entrance Grand Cncrse,Bronx,1.0
Snediker Avenue,Brooklyn,1.0
Caton Ave and Albemarle Ave,Brooklyn,1.0
LOGAN ST,Brooklyn,1.0
Bay 38 Street,Brooklyn,1.0
ST JOHNS AV,Staten Island,1.0
35 AVENUE,Queens,1.0
Joralemon Street,Brooklyn,1.0
BUTTERNUT ST,Bronx,1.0
Crotona Parkway,Bronx,1.0
144 Place,Queens,1.0
West Mosholu Parkway South,Bronx,1.0
Ericsson Street,Queens,1.0
Henry Hudson Py Nb En W 96 St,Manhattan,1.0
EMERALD ST,Brooklyn,1.0
LOUISIANA AV,Brooklyn,1.0
East 174 Street,Bronx,1.0
East River Shoreline West,Manhattan,1.0
HUNTS PT AV,Bronx,1.0
Hugh L Carey Tunnel Approach,Brooklyn,1.0
ECKFORD ST,Brooklyn,1.0
256 Street,Queens,1.0
HEGEMAN AV,Brooklyn,1.0
109 Street,Queens,1.0
East 96 Street,Brooklyn,1.0
Haring Street,Brooklyn,1.0
50 Avenue,Queens,1.0
RFK BRIDGE MANHATTAN ENTRANCE RP/RFK BRIDGE EXIT *,Manhattan,1.0
195 Street,Queens,1.0
FRESH KILLS BRG,Staten Island,1.0
N/B YELLOWSTONE BLVD @ GROTON ST,Queens,1.0
N/B AMSTERDAM AVE @ W 177TH & W 178TH STS,Manhattan,1.0
RUSSELL STREET,Brooklyn,1.0
NEWEL STREET,Brooklyn,1.0
LORIMER STREET,Brooklyn,1.0
NORTH 8 STREET,Brooklyn,1.0
BROADWAY N/O W 71ST ST,Manhattan,1.0
W 157 ST,Manhattan,1.0
WEST 135TH ST EB APPROACH TO AMSTERDAM,Manhattan,1.0
S/B 12 AVE @ 70 ST,Brooklyn,1.0
E/B 73 ST @ 14 AVE,Brooklyn,1.0
W/B FOSTER AVE @ E 43 ST,Brooklyn,1.0
E/B 63 RD @ 108 ST,Queens,1.0
WHITE PLAINS RD@E 243 ST (CITY LINE),Bronx,1.0
W/B AVE T @ PEARSON ST,Brooklyn,1.0
62nd DR WB APPROACH TO JUNCTION BLVD,Queens,1.0
SB MCGUINNESS BLVD BET BAYARD & MEEKER,Brooklyn,1.0
MONITOR STREET,Brooklyn,1.0
188th ST FR 89th AVE TO HILLSIDE AVE,Queens,1.0
S/B 188 ST @ HILLSIDE AVE,Queens,1.0
Crossbay NB Between 11th and 13th Rds,Queens,1.0
E/B CENTRAL AVE @ 71 ST,Queens,1.0
W/B CENTRAL AVE @ 71 ST,Queens,1.0
N/B 12 AVE @ 70 ST,Brooklyn,1.0
E/B FOSTER AVE @ E 43 ST,Brooklyn,1.0
CROSS BRONX EP SB EN JEROME AV,Bronx,1.0
DEPOT PLACE,Bronx,1.0
E 165TH ST APPROACH TO GRAND CONCOURSE BLVD,Bronx,1.0
LENOX RD BET E 51ST & UTICA AVE,Brooklyn,1.0
KINGS HWY SR SB APPROACH TO UTICA AVE,Brooklyn,1.0
KINGS HWY MAIN RD APPROACH TO UTICA AVE,Brooklyn,1.0
S/B AMSTERDAM AVE @ W 181ST ST & I-95 ON RAMP,Manhattan,1.0
AVENUE K,Brooklyn,1.0
EAST 50 STREET,Manhattan,1.0
UTICA AVE BET CLARKSON AVE & LENOX RD,Brooklyn,1.0
FRESH POND ROAD,Queens,1.0
N/B 71 ST @ CENTRAL AVE,Queens,1.0
S/B 69 DR @ COOPER AVE,Queens,1.0
E/B COOPER AVE @ 79 PL,Queens,1.0
75TH ST WB APPROACH TO BAY PARKWAY,Brooklyn,1.0
W 6TH ST APPROACHING AVE P,Brooklyn,1.0
COLONIAL RD,Brooklyn,1.0
56 RD,Queens,1.0
E 72ND ST BET PARK AVE & LEXINGTON AVE,Manhattan,1.0
59TH ST APPROACH TO 3RD AVE,Manhattan,1.0
S/B TROTTING CO LN PK LOT@METROPTN AVE,Queens,1.0
S/B TROTTING CO LN@METROPOLITAN AVE,Queens,1.0
S/B FRESH POND RD @ METROPOLITAN AVE,Queens,1.0
15 AVENUE,Queens,1.0
107 AVENUE,Queens,1.0
E 165TH ST APPROACH TO WALTON AVE,Bronx,1.0
E MT EDEN AVE APPROACH TO GRAND CONCOURSE,Bronx,1.0
LENOX RD BET E 49TH ST & UTICA AVE,Brooklyn,1.0
W/B LENOX RD @ E 49 ST,Brooklyn,1.0
E/B 23 AVE @ 38 ST,Queens,1.0
S/B PULASKI BRIDGE @ 49 AVE - EAGLE ST,Queens,1.0
UTICA AVE NB APPROACH TO AVE N,Brooklyn,1.0
W 6TH ST NB APPROACH TO 65TH ST,Brooklyn,1.0
W/B ATLANTIC AVE @ SHEPHERD AVE (N LEG),Brooklyn,1.0
WEST STREET,Manhattan,1.0
HOYT AVENUE NORTH,Queens,1.0
EAST 165 STREET,Bronx,1.0
DYCKMAN STREET,Manhattan,1.0
MACOMBS ROAD,Bronx,1.0
Grand Concourse SB,Bronx,1.0
E 233RD ST BET GEORGE PL &PRATT AVE,Bronx,1.0
Grand Concourse NB,Bronx,1.0
COLGATE AV,Queens,1.0
E/B UNIPORT BRIDGE @ BRUSH AVE,Bronx,1.0
UNION PORT BR,Bronx,1.0
44TH DR BET THOMSON ST & JACKSON AVE,Queens,1.0
BAY PARKWAY NB APPROACH TO 65TH ST,Brooklyn,1.0
ST PAUL AVE BET 196TH ST & WESTCHESTER AVE,Bronx,1.0
BURR AVE APPR WESTCHESTER AVE/BRUCKNER BLVD,Bronx,1.0
WESTCHESTER AV BR,Bronx,1.0
N/B EASTCHESTER BRIDGE @ NOELL AVE -,Bronx,1.0
4TH AVE APPROACHING 65TH ST,Brooklyn,1.0
BAY PKWY SB BET 63rd ST & 64th ST,Brooklyn,1.0
THOMSON ST BET 44TH DR & COURT SQUARE,Queens,1.0
QNSBO BR UP RY APPR,Queens,1.0
VERNOB BLVD,Queens,1.0
29 STREET,Queens,1.0
CROSS BX SVC RD N,Bronx,1.0
N/B 150 ST @ 75 AVE,Queens,1.0
263 ST,Queens,1.0
W/B E TREMONT AVE @ ST. RAYMOND AVE,Bronx,1.0
MDE SB ENTRANCE GRAND CNCRSE,Bronx,1.0
EAST 135 STREET,Bronx,1.0
CASTLETON AVENUE,Staten Island,1.0
BEACH 95 STREET,Queens,1.0
MARCONI STREET,Bronx,1.0
CROPSEY AV BR,Brooklyn,1.0
48 AVENUE,Queens,1.0
E/B QUEENSBORO BR SOUTH INNER RDWY,Manhattan,1.0
NB BROADWAY APPR TO W 230 th ST,Bronx,1.0
PULASKI BR,Brooklyn,1.0
E/B SHORE PKWY(BELT PKWY) @ FOUNTAIN AVE,Brooklyn,1.0
MADISON AV BR,Manhattan,1.0
E/B MADISON AVE BR@MAJOR DEEGAN EXPWY,Manhattan,1.0
3 AV BR,Manhattan,1.0
WBB E/B SOUTH OUTER ROADWAY,Manhattan,1.0
W/B WILLIAMSBURG BR NORTH OUTER RDWY,Manhattan,1.0
WILLIAMSBURG BR,Manhattan,1.0
RIVERSIDE DRIVE WEST,Manhattan,1.0
MORNINGSIDE DRIVE,Manhattan,1.0
MAJOR DEEGAN EXPWY ET 11 NB,Bronx,1.0
VAN DAM STREET,Queens,1.0
HUNTERS POINT BRIDGE,Queens,1.0
GRAND CENTRAL PARKWAY ET 5 WB,Queens,1.0
CROSS BRONX EXPWY NB ET 1 B,Manhattan,1.0
KAPPOCK STREET,Bronx,1.0
PARKER STREET,Bronx,1.0
DAHILL ROAD,Brooklyn,1.0
FR CAPODANNO BOULEVARD,Staten Island,1.0
CROSS ISL PY NB EN NORTHERN BL,Queens,1.0
PROSPECT EXPRESSWAY,Brooklyn,1.0
PARK ROW,Manhattan,1.0
LORRAINE STREET,Brooklyn,1.0
EAST 9 STREET,Brooklyn,1.0
BROOKLYN QUEENS EXPWY ET 41 WB,Queens,1.0
CROSS BAY PARKWAY,Queens,1.0
GRAND CENTRAL PARKWAY SR SOUTH,Queens,1.0
BELT PARKWAY EB EN 4 AVE,Brooklyn,1.0
4 AVENUE LINE,Brooklyn,1.0
BROOKLYN BRIDGE EXIT RAMP,Brooklyn,1.0
BELT PARKWAY EXIT 25 A NB,Queens,1.0
LA GUARDIA ARPT ENTRANCE,Queens,1.0
KOREAN WAR VETS PARKWAY,Staten Island,1.0
WEST DRIVE,Brooklyn,1.0
GOWANUS EP WB EN HUGH CAREY TNNL,Brooklyn,1.0
MAJOR DEEGAN EXPRESSWAY,Bronx,1.0
EXTERIOR STREET,Bronx,1.0
BELT PARKWAY WB EN 4 AVE,Brooklyn,1.0
WHITESTONE EXPRESSWAY,Queens,1.0
CROSS BRONX EXPWY ET 2 A WB,Bronx,1.0
BROOKLYN QUEENS EP ET 29 A EB,Brooklyn,1.0
97 ST TRANSVERSE,Manhattan,1.0
CODY AVENUE,Queens,1.0
BELT PARKWAY EB EN RIDGE BLVD,Brooklyn,1.0
NEW ENGLAND THRUWAY,Bronx,1.0
GOWANUS EXPRESSWAY EXIT 19 WB,Brooklyn,1.0
BELT PKWY WB EN FLATBUSH AVE NB,Brooklyn,1.0
USS IOWA CIRCLE,Staten Island,1.0
VAN CORTLANDT PARK EAST,Bronx,1.0
GOWANUS EXPRESSWAY EXIT 16 EB,Brooklyn,1.0
HENRY HUDSON PARKWAY,Bronx,1.0
TODT HILL ROAD,Staten Island,1.0
UNION PORT BRIDGE,Bronx,1.0
BQE WB ENTRANCE COLUMBIA ST,Brooklyn,1.0
EAST 102 STREET,Brooklyn,1.0
CROSS BRONX EXPRESSWAY,Bronx,1.0
MADISON STREET,Manhattan,1.0
SOUNDVIEW AVENUE,Bronx,1.0
BROOKLYN QUEENS EXPWY ET 27 WB,Brooklyn,1.0
MANOR ROAD,Staten Island,1.0
SHERIDAN EXPRESSWAY,Bronx,1.0
BURKE AVENUE,Bronx,1.0
MILL BASIN BRIDGE,Brooklyn,1.0
FERRY TERMINAL DRIVE,Staten Island,1.0
BQE WESTBOUND ENTRANCE SANDS ST,Brooklyn,1.0
ALEXANDER HAMILTON BRIDGE,Manhattan,1.0
145 STREET BRIDGE,Manhattan,1.0
MANHATTAN COLLEGE PARKWAY,Bronx,1.0
EAST 96 STREET,Manhattan,1.0
BELT PKWY EB EN CROPSEY AVE SB,Brooklyn,1.0
51 STREET,Queens,1.0
RANDALL AVENUE,Bronx,1.0
BRUCKNER EXPRESSWAY,Bronx,1.0
EAST 224 STREET,Bronx,1.0
GOWANUS EP WB EN FT HAMILTON PY,Brooklyn,1.0
WOODSIDE AVENUE,Queens,1.0
BOERUM STREET,Brooklyn,1.0
BELT PARKWAY EXIT 14 EASTBOUND,Brooklyn,1.0
WEST 230 STREET,Bronx,1.0
HOLLAND TUNNEL,Manhattan,1.0
ED KOCH QUEENSBORO BRIDGE EXIT,Manhattan,1.0
HUTCHINSON RIVER PARKWAY BRIDGE,Bronx,1.0
CAFFREY AVENUE,Queens,1.0
WEST 125 STREET,Manhattan,1.0
FARMERS BOULEVARD,Queens,1.0
OCEAN TERRACE,Staten Island,1.0
LONGWOOD AVENUE,Bronx,1.0
De Sota Road,Queens,1.0
Seward Avenue,Bronx,1.0
W 45 ST/BROADWAY,Manhattan,1.0
W 147 ST,Manhattan,1.0
Aquatic Place,Queens,1.0
SAGE ST,Queens,1.0
VIRGINIA ST,Queens,1.0
70 Street,Queens,1.0
Newman Avenue,Bronx,1.0
Bath Avenue,Brooklyn,1.0
OAKLAND AV,Staten Island,1.0
47 RD,Queens,1.0
W 145 ST/LENOX AV/145 ST BRIDGE PED AND BIKE PATH,Manhattan,1.0
White Plains Road,Bronx,1.0
Belt Parkway Wb Bay Parkway En,Brooklyn,1.0
BRONXDALE AV/WHITE PLAINS RD,Bronx,1.0
AVE OF THE AMERICAS/AV OF THE AMERICAS,Manhattan,1.0
E 74 ST,Manhattan,1.0
Wallace Avenue,Bronx,1.0
71 AV/108 ST,Queens,1.0
E 41 ST,Manhattan,1.0
W 42 ST/E 42 ST,Manhattan,1.0
Guerlain Street,Bronx,1.0
BEACH 6 ST,Queens,1.0
Sobel Court,Staten Island,1.0
Metcalfe Street,Staten Island,1.0
80 RD,Queens,1.0
Victor Street,Bronx,1.0
78 ST,Queens,1.0
West 58 Street,Manhattan,1.0
W 139 ST/E 139 ST/HARLEM RIVER DRV NB EN E 139 ST*,Manhattan,1.0
RFK BRIDGE MANHATTAN ENTRANCE RP,Manhattan,1.0
170 Street,Queens,1.0
Lafayette Street,Manhattan,1.0
Eastchester Road,Bronx,1.0
HRD NB EXIT 18,Manhattan,1.0
Seagirt Avenue,Queens,1.0
Narrows Avenue,Brooklyn,1.0
GOE EB EXIT 16,Brooklyn,1.0
Deerfield Road,Queens,1.0
Hunt Avenue,Bronx,1.0
CPW 72 APPR/W 72 ST,Manhattan,1.0
E 148 ST,Bronx,1.0
CENTRAL PARK W/W 72 ST,Manhattan,1.0
POLY PL,Brooklyn,1.0
260 ST,Queens,1.0
260 Street,Queens,1.0
Graham Street,Bronx,1.0
BARNES AV,Bronx,1.0
Newbold Avenue,Bronx,1.0
ZEREGA AV,Bronx,1.0
Harlem River Drive Exit 18 Nb,Manhattan,1.0
Seagirt Boulevard,Queens,1.0
83 ST,Brooklyn,1.0
Center Drive,Manhattan,1.0
Sackett Avenue,Bronx,1.0
ASSER LEVY PL,Manhattan,1.0
235 STREET,Queens,1.0
ISERNIA AV,Staten Island,1.0
Neill Avenue,Bronx,1.0
Hook Creek Shoreline,Queens,1.0
RHINELANDER AV,Bronx,1.0
204 ST,Queens,1.0
7 AV/FT HAMILTON PKWY,Brooklyn,1.0
E TREMONT AV/BENSON ST,Bronx,1.0
W 65 ST,Manhattan,1.0
HHP NB EXIT 9,Manhattan,1.0
TER DR/E 72 ST,Manhattan,1.0
E 161 ST,Bronx,1.0
N RAILROAD AV,Staten Island,1.0
14 ST,Queens,1.0
West 70 Street,Manhattan,1.0
Morris Park Avenue,Bronx,1.0
143 Road,Queens,1.0
144 AV,Queens,1.0
East 142 Street,Bronx,1.0
Hook Creek Boulevard,Queens,1.0
MULFORD AV,Bronx,1.0
W 78 ST,Manhattan,1.0
5 AV/79 ST TRANSVERSE,Manhattan,1.0
Jackson Avenue,Bronx,1.0
GOWANUS EXWY EN SB/3 AV,Brooklyn,1.0
Prince St and Hudson Walk,Brooklyn,1.0
W 95 ST/RIVERSIDE DR,Manhattan,1.0
