Intersection,Borough,score
BELT PKWY WB EN CROPSEY AVE SB,Brooklyn,2007.6163003663005
E/B EASTERN BLVD BRIDGE@BRONX RIVER AVE,Bronx,1988.7902834008094
TERRACE PLACE,Brooklyn,1971.6842823129973
EAST DRIVE,Brooklyn,1941.4387925135588
Hinsdale Street,Brooklyn,1940.9287631871246
47 STREET,Queens,1863.7148809523806
E/B EAST 14TH ST @ 4TH AVE,Manhattan,1852.7204701464718
W/B EAST 14TH ST@ UNION SEQUARE EAST,Manhattan,1852.7204701464718
BERRIAN BOULEVARD,Queens,1847.391025596159
W 71ST ST E/O AMSTERDAM AVE/BROADWAY,Manhattan,1838.1452991452984
TRINITY AVE APPROACHING WESTCHESTER AVE,Bronx,1820.5206119256613
BAY RIDGE PKWY EB APPR FT HAMILTON PKWY,Brooklyn,1782.772875816993
EB BAY RIDGE PKWY APPROAC HING FT HAMILTON PKWY,Brooklyn,1782.772875816993
WB BAY RIDGE PKWY APPROACHING 7TH AVE,Brooklyn,1782.772875816993
W/B GROTON ST @  YELLOWSTONE BLVD,Queens,1734.9189804734303
W/B GARNET ST @ HAMILTON AVE,Brooklyn,1723.194090462659
S/B BOSTON ROAD @ MCOWEN AVE - ROPES AVE,Bronx,1671.4631297111264
W/B BRUCKNER EXPWY MAIN @ EDGEWATER ROAD,Bronx,1671.4631297111264
SUNRISE HIGHWAY,Queens,1665.6358262427257
HUTCHINSON RIVER PARKWAY BRIDGE,Bronx,1601.7245528035783
HART ST,Brooklyn,1530.0000000000339
SUYDAM ST,Brooklyn,1526.0000000000337
Bruckner Expressway,Bronx,1493.6220948985879
62nd DR SB APPR TO QUEENS BLVD,Queens,1465.184382284382
E/B 145TH ST BR @ E 149 ST,Manhattan,1378.609734383264
WEST 177 STREET,Manhattan,1355.819116263853
W 6TH ST APPROACHING AVE P,Brooklyn,1343.0720430107529
EAST 165 STREET,Bronx,1327.9103783897258
S/B 11 AVE @ 81 ST,Brooklyn,1257.9394914510892
REMSEN AVENUE,Brooklyn,1253.882770446674
WEST 26 STREET,Manhattan,1219.2558441558442
E/B LINCOLN PLACE @ TROY AVE,Brooklyn,1161.0
EMPIRE BLVD @ TROY AVE,Brooklyn,1161.0
E/B BOOTH MEMORIAL AVE @ 141 ST,Queens,1160.0
FRANKLIN AVENUE,Brooklyn,1158.5
FRANKLIN STREET,Brooklyn,1156.0
VALENTINE AVENUE,Bronx,1155.5
48 Avenue,Queens,1155.4096369411739
PROVOST STREET,Brooklyn,1155.0
EB W 230th ST APPR TO BROADWAY,Bronx,1155.0
WB W 230th ST APPROACH TO BROADWAY,Bronx,1155.0
ROCKAWAY BLVD NB APPROACH TO 130TH STREET,Queens,1155.0
ROCKAWAY BLVD WB APPROACH TO 130TH ST,Queens,1155.0
S/B AVE N @ E 54 ST,Brooklyn,1155.0
W/B AVE N @ E 54 ST,Brooklyn,1155.0
EAST 140 STREET,Bronx,1155.0
EAST 141 STREET,Bronx,1155.0
184 STREET,Queens,1153.5
N/B CONEY ISLAND AVE(N LEG)@CORTELYOU RD,Brooklyn,1151.6666666666665
N/B METCALF AVE @  E 174 ST,Bronx,1150.0
BARRETTO STREET,Bronx,1147.6298897187237
86TH ST WB APPROACH TO BAY PARKWAY,Brooklyn,1146.0
EAST 124 STREET,Manhattan,1128.60799912097
W/B POWERS ST @ GRAHAM ST,Brooklyn,1093.0
W/B POWERS ST @ GRAHAM AVE,Brooklyn,1093.0
E/B AVE V @ E 3 ST,Brooklyn,1092.4999999999998
W/B AVE I @ E 2 ST,Brooklyn,1092.4999999999998
FT HAMILTON PKWY APPROACH TO 78TH ST,Brooklyn,1091.5
FT HAMILTON PKWY SB APPROACHING 78TH ST,Brooklyn,1091.5
AMSTERDAM AVE BET W 78TH & W 77TH STS,Manhattan,1091.5
COLUMBUS AVE BET W 78TH & W 77TH STS,Manhattan,1091.5
W/B E 14 ST (SERVICE) @ 1ST AVE,Manhattan,1091.5
W/B E 14 ST (SERVICE RD) @ 1ST AVE,Manhattan,1091.5
63rd AVE BET QUEENS BLVD & SAUNDERS ST,Queens,1091.5
S/B 63 AVE @ SAUNDERS ST,Queens,1091.5
S/B UNION SQUARE WEST@ EAST 14TH ST,Manhattan,1091.4999999999998
S/B UNION SQUARE WEST @ E 14 ST,Manhattan,1091.4999999999998
LENOX RD BET E 49TH ST & UTICA AVE,Brooklyn,1091.4999999999998
W/B LENOX RD @ E 49 ST,Brooklyn,1091.4999999999998
E/B E 17 ST @ PARK AVE,Manhattan,1091.4999999999995
W/B E 17 ST @ BROADWAY,Manhattan,1091.4999999999995
CONEY ISL AVE &CHURCH AVE BET E8TH & CONEY ISL AVE,Brooklyn,1090.9999999999998
CONEY ISL AVE & CATON AVE BET E8TH & CONEY ISL AVE,Brooklyn,1090.9999999999998
THOMSON ST BET 33TH DR & QUEENSBORO BRIDGE RAMP,Queens,1089.5
N/B 1ST AVE (3 LANES  W SIDE) @ E 61 ST,Manhattan,1086.0
72 ST CROSS DR @ 5 AVE,Manhattan,1084.1758241758243
QNSBORO BR EXIT,Manhattan,1083.2223271622406
LEFFERTS BLVD SB APPROACH TO ROCKAWAY BLVD,Queens,1079.1142857142859
E 125TH ST WB APPROACH TO LENOX AVE,Manhattan,1063.4239961964427
VAN CORTLANDT PARK E,Bronx,997.7499999999999
PROSPECT EXPRESSWAY,Brooklyn,994.4629493308506
FDR DR,Manhattan,982.984348068166
WEST 6th ST N. OF KINGS HIGHWAY.,Brooklyn,966.9279569892471
EB BAY RIDGE PKWY APPROACHING 7TH AVE,Brooklyn,965.6666666666665
BAY RIDGE PKWY WB APPROACHING 7TH AVE,Brooklyn,965.6666666666665
BAY RIDGE PKWY EB APPROACHING 7TH AVE,Brooklyn,965.6666666666665
EAST 12 STREET,Manhattan,965.2142116661068
WHITESTONE EXPRESSWAY SR EAST,Queens,965.2142116661068
N/B HIMROD ST @ SENECA AVE,Queens,951.9886363636361
CHERRY AV,Queens,935.2380952380953
BORDEN AVENUE BRIDGE,Queens,933.6892228304441
E/B CORTELYOU RD @ STRATFORD RD,Brooklyn,919.5999999999649
CONEY ISL AVE & CORTELYOU BET STRATFORD&CONEY ISL,Brooklyn,919.5999999999649
W/B CORTELYOU RD(W LEG)@CONEY ISLAND AV,Brooklyn,919.5999999999649
W/B CORTELYOU RD @ CONEY ISLAND AVE,Brooklyn,919.5999999999649
RYDER STREET,Brooklyn,901.942955714364
EAST 58 STREET,Manhattan,901.7837636048162
N/B CLASSON AVE @ DEKALB AVE,Brooklyn,883.793406593404
DYCKMAN STREET,Manhattan,858.0896216102738
LONGWOOD AVENUE,Bronx,853.741170745253
76 STREET,Queens,836.448493173494
EAST 224 STREET,Bronx,826.544510390193
ROCKAWAY BLVD WB APPROACH TO LEFFERTS BLVD,Queens,807.1071428571599
MARCUS GARVEY BOULEVARD,Brooklyn,805.9816738816739
39 AVENUE,Queens,778.6187638854941
E/B 30 AVE @  STEINWAY ST,Queens,771.3333333333511
E/B 34 AVE @ STEINWAY ST,Queens,771.3333333333511
E/B 31 AVE @ STEINWAY ST,Queens,771.3333333333511
N/B WEST 6 ST @ AVE W,Brooklyn,770.0000000000176
WEST 6th ST S.OF AVE W,Brooklyn,770.0000000000176
93RD ST APPROACH TO LIBERTY AVE,Queens,770.0000000000176
LIBERTY AVE WB APPROACH TO 93RD ST,Queens,770.0000000000176
93RD ST NB APPROACH TO LIBERTY,Queens,770.0000000000176
W/B 62 DR @ 108 ST,Queens,770.0000000000176
62nd DR APPROACH TO 108th ST.,Queens,770.0000000000176
E/B 62 DR @ 110 ST,Queens,770.0000000000176
WEST 6th ST N.OF 86th ST,Brooklyn,770.0000000000176
BAY 29 STREET,Brooklyn,768.4455252454875
E/B MYRTLE AVE @ GRAND AVE,Brooklyn,739.0
RIVERSIDE RD MAIN RD APPROACH TO W 97TH ST,Manhattan,731.1658298097531
2ND EXIT FROM MALL TO BAYCHESTER AVE,Bronx,727.6666666666665
BAY PLAZA MALL APPROACH TO BAYCHESTER AVE,Bronx,727.6666666666665
BAY PLAZA ROAD EXIT-WB,Bronx,727.6666666666665
N/B 5TH AVE @ 60 ST,Brooklyn,727.3333333333333
N/B 5 AVE @ 60 ST,Brooklyn,727.3333333333333
4TH AVE APPROACHING 60TH ST,Brooklyn,727.3333333333333
N/B FT HAMILTON PKWY @ 60 ST,Brooklyn,727.3333333333333
N/B 8 AVE  @ 60 ST,Brooklyn,727.3333333333333
N/B 7AVE @  60 ST,Brooklyn,727.3333333333333
E 233RD ST BET JEROME AVE & VAN CORTLANDT PARK E,Bronx,696.7863497677005
E 233RD ST BET JEROME AVE & VAN CORTLANDT PARK EAST,Bronx,696.7863497677005
BROOKLYN QUEENS EXPWY ET 33 EB,Brooklyn,693.9864130634212
Williams Avenue,Brooklyn,688.9145563033497
N/B BELMONT AVE @ S CONDUIT AVE,Brooklyn,651.7717032967033
65TH ST WB APPROACH TO BAY PARKWAY,Brooklyn,641.9154638443018
E/B 35 AVE @ 65 ST,Queens,626.1028269160807
PULASKI BR,Brooklyn,578.8622793872795
E/B SHORE PKWY(BELT PKWY) @ FOUNTAIN AVE,Brooklyn,578.8622793872795
MADISON AV BR,Manhattan,578.8622793872795
E/B MADISON AVE BR@MAJOR DEEGAN EXPWY,Manhattan,578.8622793872795
3 AV BR,Manhattan,578.8622793872795
WBB E/B SOUTH OUTER ROADWAY,Manhattan,578.8622793872795
W/B WILLIAMSBURG BR NORTH OUTER RDWY,Manhattan,578.8622793872795
WILLIAMSBURG BR,Manhattan,578.8622793872795
EAST 103 STREET,Brooklyn,541.6480628286091
EAST 105 STREET,Brooklyn,541.6480628286091
AVENUE I,Brooklyn,525.5413788687747
CIP NB EN SOUTHERN STATE PKWY,Queens,523.2484327775944
CROSS ISLAND PKWY ET 25 A SB,Queens,523.2484327775944
WOODSIDE AVENUE,Queens,512.61240981241
MORNINGSIDE DRIVE,Manhattan,476.73333333333346
BROADWAY WB APPROACH TO 37TH AVE,Queens,473.4833333333331
SB FT HAMILTON PKWY APPRO ACHING BAY RIDGE PKWY,Brooklyn,463.19999999998225
FT HAMILTON PKWY SB APPR BAY RIDGE PKWY,Brooklyn,463.19999999998225
7th AVE APPROACH TO BAY RIDGE PKWY,Brooklyn,463.19999999998225
BAY PARKWAY SB APPROACH TO 75TH ST,Brooklyn,463.19999999998225
SB 7TH AVE APPROACHING BAY RIDGE PKWY,Brooklyn,463.19999999998225
194 Street,Queens,443.21667303284926
WESTCHESTER AV BR,Bronx,439.3666666666666
WESTCHESTER AVENUE BRIDGE,Bronx,395.4919902935906
E 72ND ST BET PARK AVE & LEXINGTON AVE,Manhattan,365.34087450967127
S/B 38 ST @ 23 AVE,Queens,364.87600732600737
S/B 76 ST @ MYRTLE AVE,Queens,352.1666666666666
FR CAPODANNO BOULEVARD,Staten Island,349.1831037383676
CROSS ISL PY NB EN NORTHERN BL,Queens,349.1831037383676
BARTOW AVE WEST OF BAYCHESTER AVE,Bronx,325.0
MIDLAND AV,Staten Island,323.0
East 35 Street,Manhattan,319.91355275636425
LENOX AVE & W 125th ST,Manhattan,311.64400095089013
W 135 ST @ LENOX AVE,Manhattan,311.64400095089013
WEST 135TH ST WB APPROACH TO ADAM CLT POWELL BLVD,Manhattan,311.64400095089013
WEST 135TH ST EB APPROACH TO LENOX AVE,Manhattan,311.64400095089013
HYLAN BLVD,Staten Island,301.0
YORK AVE BET E 72ND ST & E 73RD ST,Manhattan,296.134065934066
161 AVENUE,Queens,281.80425179395763
SENATOR STREET,Brooklyn,279.88610770246635
LINDEN BLVD SB APPROACH TO ROCKAWAY BLVD,Queens,242.8095238095238
EXIT FROM HOME DEPOT AT ROCKAWAY BLVD,Queens,242.8095238095238
DAHILL ROAD,Brooklyn,241.1197806061317
S/B 150 ST @ 75 AVE,Queens,240.0
78TH ST BET NORTHERN BLVD & 34TH AVE,Queens,239.22169312169305
CENTRAL PK W DRIVE,Manhattan,238.14529914529908
WEST 112 STREET,Manhattan,237.25366300366287
S/B HUTCHINSON RIVER PKWY @ CITY LINE,Bronx,233.87678571428592
LENOX RD BET E 51ST & UTICA AVE,Brooklyn,228.0
E 51 ST,Brooklyn,224.0
WILSON AVENUE,Brooklyn,220.2854523374414
W/B AVE V @ E 4 ST,Brooklyn,219.42053079913856
S/B 2ND AVE (THROUGH) @ E 14 ST,Manhattan,219.42053079913856
N/B IRVING PL @ EAST 15 TH ST,Manhattan,219.42053079913856
S/B IRVING PL. @  EAST 14TH ST,Manhattan,219.42053079913856
S/B 3RD AVE @ EAST 14TH ST,Manhattan,219.42053079913856
SHEEPSHEAD BAY RD BET E 14 ST & E 15 ST,Brooklyn,219.42053079913856
ASHFORD STREET,Brooklyn,216.49904692082112
STOCKHOLM ST,Brooklyn,210.85128692909285
WHITE PLAINS RD@E 243 ST (CITY LINE),Bronx,205.85128692909285
109 AVENUE,Queens,201.58189122725736
W/B UNION TPKE@ LAKEVILLE RD (CITY LINE),Queens,190.78272230185271
E/B UNION TPKE@ LAKEVILLE RD (CITY LINE),Queens,190.78272230185271
EMPIRE BLVD @ BEDFORD AVE,Brooklyn,180.0
Graham Avenue,Staten Island,179.7804945054946
OLD FULTON ST,Brooklyn,175.0
SUTTON PLACE,Manhattan,171.56033661363915
63 STREET,Queens,171.33333333333331
S/B ROCHESTER AVE @ UNION ST,Brooklyn,162.35833333333323
BROOKLYN AVE BTWN EASTERN PKWY & UNION ST,Brooklyn,162.35833333333323
East 95 Street,Brooklyn,157.3585034013605
BELT PARKWAY WB EN ROCKAWAY PKWY,Brooklyn,150.38369963369962
W/B RICHMOND RD @ MIDLAND AVE,Staten Island,150.0
HYLAN BLVD SB BET BEDFORD AVE & MIDLAND AVE,Staten Island,150.0
N/B 11 AVE @ 81 ST,Brooklyn,138.45454545454547
BELT PARKWAY EXIT 25 A NB,Queens,136.9168813991072
LA GUARDIA ARPT ENTRANCE,Queens,136.9168813991072
KOREAN WAR VETS PARKWAY,Staten Island,136.9168813991072
WEST DRIVE,Brooklyn,136.9168813991072
GOWANUS EP WB EN HUGH CAREY TNNL,Brooklyn,136.9168813991072
EXTERIOR STREET,Bronx,136.9168813991072
BELT PARKWAY WB EN 4 AVE,Brooklyn,136.9168813991072
CROSS BRONX EXPWY ET 2 A WB,Bronx,136.9168813991072
BROOKLYN QUEENS EP ET 29 A EB,Brooklyn,136.9168813991072
97 ST TRANSVERSE,Manhattan,136.9168813991072
CODY AVENUE,Queens,136.9168813991072
BELT PARKWAY EB EN RIDGE BLVD,Brooklyn,136.9168813991072
GOWANUS EXPRESSWAY EXIT 19 WB,Brooklyn,136.9168813991072
BELT PKWY WB EN FLATBUSH AVE NB,Brooklyn,136.9168813991072
USS IOWA CIRCLE,Staten Island,136.9168813991072
GOWANUS EXPRESSWAY EXIT 16 EB,Brooklyn,136.9168813991072
TODT HILL ROAD,Staten Island,136.9168813991072
UNION PORT BRIDGE,Bronx,136.9168813991072
BQE WB ENTRANCE COLUMBIA ST,Brooklyn,136.9168813991072
MADISON STREET,Manhattan,136.9168813991072
SOUNDVIEW AVENUE,Bronx,136.9168813991072
BROOKLYN QUEENS EXPWY ET 27 WB,Brooklyn,136.9168813991072
MANOR ROAD,Staten Island,136.9168813991072
SHERIDAN EXPRESSWAY,Bronx,136.9168813991072
BURKE AVENUE,Bronx,136.9168813991072
MILL BASIN BRIDGE,Brooklyn,136.9168813991072
FERRY TERMINAL DRIVE,Staten Island,136.9168813991072
BQE WESTBOUND ENTRANCE SANDS ST,Brooklyn,136.9168813991072
BAY PKWY APPROACH TO 72ND ST,Brooklyn,133.9333333333334
ARCHER AVENUE,Queens,132.77952569169963
WEST 57 STREET,Manhattan,131.0
HICKS ST BET ATLANTIC AVE & PACIFIC ST,Brooklyn,128.59696969696967
E/B FLATLANDS AVE @ E 96 ST,Brooklyn,123.73465749936335
3RD AVE APPROACH TO EAST 86TH ST,Manhattan,123.73465749936335
UTICA AVE SB APPROACH TO AVE N,Brooklyn,123.0
S 5 ST,Brooklyn,120.0
JUNIPER BOULEVARD SOUTH,Queens,119.0
BERRY ST,Brooklyn,113.0
SUTTER AV,Queens,110.12857142857143
FRONT ST,Manhattan,110.0
E/B 63 RD @ 108 ST,Queens,109.75
138 ST,Queens,109.0
VICTORY BLVD,Staten Island,107.0
S/B PARK AVE @ E 60 ST,Manhattan,104.7213124274098
SOUTH ST,Manhattan,104.0
E GUN HILL RD,Bronx,103.0
PECK AV,Queens,102.0
N/B PARK AVE @ E 61 ST,Manhattan,100.23797909407647
N/B 3RD AVE (2 LANES E SIDE) @ E 61 ST,Manhattan,100.23797909407647
S/B LEXINGTON AVE @ E 60 ST,Manhattan,100.23797909407647
BROADWAY N/O W 71ST ST,Manhattan,100.0
31 ST,Queens,97.86256183093414
NORMAN AV,Brooklyn,97.0
Adams Street,Brooklyn,96.87707637002035
33 STREET,Queens,92.98333333333336
N/B MANHATTAN AVE @ NORMAN AVE,Brooklyn,90.0
S/B 34 ST @ 37 AVE,Queens,89.8625618309341
EAST 49 STREET,Manhattan,89.7595238095238
PLEASANT AVENUE,Manhattan,89.67108709270101
40 Avenue,Queens,88.1386002886002
PECK SLIP,Manhattan,83.0
LAFAYETTE ST,Manhattan,82.5
Fulton Street,Brooklyn,81.0
S/B 5TH AVE @ 60 ST,Brooklyn,80.70406647278355
S/B 7AVE @  60 ST,Brooklyn,80.70406647278355
BROADWAY WB APPROACH TO 59TH ST,Queens,80.70406647278355
N/B MCGUINNESS BLVD @ NORMAN AVE,Brooklyn,79.0
RICHMOND RD,Staten Island,78.0
EAST 36 STREET,Manhattan,76.49639249639263
WEST 17 STREET,Manhattan,75.71744089244089
WEST 34 STREET,Manhattan,75.71744089244089
W/B FLATLANDS AVE @ E 96 ST,Brooklyn,74.84242424242476
E/B QUEENSBORO BR SOUTH INNER RDWY,Manhattan,74.50000000000001
Sutter Avenue,Queens,73.29166666666667
NASSAU AV,Brooklyn,73.0
WYTHE AV,Brooklyn,73.0
Staten Island Railway Line,Staten Island,72.0
E HOUSTON ST,Manhattan,71.5
OLD FULTON STREET,Brooklyn,64.0
SHEEPSHEAD BAY RD BET E 16TH ST & JEROME AVE,Brooklyn,62.5
SHEEPSHEAD BAY RD BET E 16 ST & JEROME AVE,Brooklyn,62.5
HICKS ST,Brooklyn,61.5
MOUNT MORRIS PARK W,Manhattan,60.0
Jerome Avenue Line,Bronx,57.06910866910866
WASHINGTON AVE NB APPROACH TO EMPIRE BLVD,Brooklyn,57.0
FLUSHING AV,Brooklyn,57.0
N/B Thomas S Boyland St @Macdonough St,Brooklyn,55.0
WATER ST,Brooklyn,55.0
HANNAH STREET,Staten Island,54.0
MORNINGSIDE AVENUE,Manhattan,52.87344028520514
202 ST,Queens,50.0
Front Street,Brooklyn,50.0
MURDOCK AV,Queens,50.0
63rd RD APPROACH YELLOW STONE BLVD,Queens,49.0
WEBSTER AVENUE,Staten Island,49.0
CASTLETON AV,Staten Island,48.0
ARTHUR KILL RD,Staten Island,48.0
102 ST,Queens,48.0
DOUGLASS STREET,Brooklyn,47.178053437616406
MONTGOMERY STREET,Brooklyn,46.4511322011322
10 ST,Brooklyn,46.0
200 ST,Queens,44.0
BK BR EN RP,Manhattan,44.0
EMPIRE BLVD,Brooklyn,44.0
EAST 2 STREET,Brooklyn,43.806818181818194
W 173rd ST APPR WADSWORTH AVE.,Manhattan,42.0
35 AV,Queens,42.0
E/B JAMAICA AVE @ 202 ST,Queens,42.0
E/B 32 AVE @ 203 ST,Queens,42.0
201 ST,Queens,42.0
W 124 ST,Manhattan,41.5
26 AVENUE,Brooklyn,40.47222222222222
HUGH L CAREY TUNNEL EXIT,Manhattan,40.039393939393946
31 RD,Queens,40.0
FAIRVIEW AV,Staten Island,40.0
E/B LIBERTY AVE @ 94 ST,Queens,40.0
W 120 ST,Manhattan,39.0
WHITESTONE EXWY,Queens,39.0
W/B JOHNSON AVE @ HUMBOLDT ST,Brooklyn,38.0
50 AVENUE,Queens,37.82222222222223
ROSE AV,Staten Island,37.0
East 96 Street,Brooklyn,36.5
WEBSTER AV,Bronx,36.0
46 AVENUE,Queens,35.0
E TREMONT AV,Bronx,35.0
Cozine Avenue,Brooklyn,34.71579994316566
Hicks Street,Brooklyn,34.0
203 ST,Queens,34.0
OLD TOWN RD,Staten Island,34.0
WALTHAM ST,Queens,33.75
E/B RICE AVE @ SLOSSON AVE,Staten Island,33.0
W/B LIE SERVICE ROAD @ CITY LINE,Queens,33.0
E/B JEFFERSON AVE @  N RAILROAD AVE,Staten Island,33.0
BROAD STREET,Manhattan,32.0
AV U,Brooklyn,32.0
Springfield Boulevard,Queens,32.0
221 STREET,Queens,31.833333333333336
Bqe Eb Entrance Hamilton Ave Sb,Brooklyn,31.75
N/B BROADWAY @ W 61 ST,Manhattan,31.496153846153856
S/B BROADWAY @ W 60 ST,Manhattan,31.496153846153856
UNION TURNPIKE,Queens,31.0
TODT HILL RD,Staten Island,31.0
LENOX AVE NB APPROACH TO E 125TH ST,Manhattan,30.0
9 ST,Brooklyn,30.0
E/B 111 AVE @ 130 ST,Queens,30.0
ROCKAWAY BLVD SB APPROACH TO 130TH STREET,Queens,30.0
COLLEGE PT BLVD,Queens,30.0
N/B 164 ST @ 59 AVE,Queens,30.0
FULTON ST,Brooklyn,30.0
77 AV,Queens,29.5
WOOLLEY AV,Staten Island,29.0
ALLEN ST,Manhattan,28.0
Henry Street,Brooklyn,28.0
EASTCHESTER RD @ ALLERTON AVE,Bronx,28.0
BEECH AV,Queens,27.0
ROCKAWAY BLVD WB APPROACH ING 101ST ST,Queens,27.0
EDGAR STREET,Manhattan,26.5
N/B 150 ST @ 75 AVE,Queens,26.0
W/B 32 AVE @ 203 ST,Queens,26.0
W 125 ST,Manhattan,26.0
WINDSOR RD,Staten Island,26.0
Newtown Creek Shoreline,Queens,25.978341430905722
FORD ST,Brooklyn,25.5
New Dorp La WB Between,Staten Island,25.0
BROADWAY SB APPROACH TO W 135TH ST,Manhattan,25.0
QUINTARD ST,Staten Island,25.0
UTICS AVE NB APPROACH TO KINGS HIGHWAY,Brooklyn,24.0
SLOSSON AV,Staten Island,24.0
FIELDWAY AV,Staten Island,24.0
E BROADWAY,Manhattan,24.0
BARNES AV,Bronx,24.0
N RAILROAD AV,Staten Island,24.0
N/B ECKFORD ST @ NASSAU AVE,Brooklyn,24.0
BRYANT AV,Bronx,24.0
PIKE STREET,Manhattan,24.0
109 AV,Queens,24.0
W/B N 8 ST @ WYTHE AVE,Brooklyn,23.333333333333332
W/B S 6 ST @ WYTHE AVE,Brooklyn,23.333333333333332
W/B S 4 ST @ WYTHE AVE,Brooklyn,23.333333333333332
NOSTRAND AVE @ EMPIRE BLVD,Brooklyn,23.0
W/B NORTH 14TH ST @ FRANKLIN ST/KENT AVE,Brooklyn,23.0
E/B BROOKLYN BRIDGE,Manhattan,23.0
CENTRAL PARK S,Manhattan,22.5
ANTHONY STREET,Brooklyn,22.0
S/B 141 ST @ BOOTH MEMORIAL AVE,Queens,22.0
194 ST,Queens,22.0
217 ST,Queens,22.0
CENTRAL PARK W,Manhattan,22.0
LEFFERTS BLVD NB APPROACH TO ROCKAWAY BLVD,Queens,21.93571428571429
122 PL,Queens,21.93571428571429
NEVINS STREET,Brooklyn,21.25
130 Street,Queens,21.0
BROOME ST,Manhattan,20.5
E 196 ST,Bronx,20.0
BOGART ST,Brooklyn,20.0
AV V,Brooklyn,20.0
S/B 130 ST @ 111 AVE,Queens,20.0
S 4 ST,Brooklyn,20.0
101 ST,Queens,20.0
44 AVENUE,Queens,19.428571428571427
48 AVENUE,Queens,19.333333333333332
ASTORIA BOULEVARD SOUTH,Queens,18.566666666666663
N/B 3 AVE BRIDGE @ 3 STREET - 6 STREET,Brooklyn,18.5
S/B TROTTING CO LN@METROPOLITAN AVE,Queens,18.0
S/B FRESH POND RD @ METROPOLITAN AVE,Queens,18.0
E/B OLMPIA BLVD @ MIDLAND AVE,Staten Island,18.0
E/B RICHMOND RD @ MIDLAND AVE,Staten Island,18.0
PIERREPONT STREET,Brooklyn,18.0
204 ST,Queens,18.0
164 ST,Queens,18.0
ATLANTIC AVE BET HENRY & HICKS STS,Brooklyn,18.0
GATES AV,Brooklyn,18.0
N/B SPRINGFIELD BLVD @ 109 AVE,Queens,18.0
Langdale Street,Queens,18.0
ARNOW AV,Bronx,18.0
Madison Street,Manhattan,18.0
20 Avenue,Brooklyn,18.0
VYSE AV,Bronx,18.0
20 STREET,Brooklyn,17.80952380952381
NB BROADWAY APPR TO W 230 th ST,Bronx,17.0
Morgan Avenue,Brooklyn,17.0
Beech Avenue,Queens,16.0
Woodhaven Blvd NB,Queens,16.0
BAY ST,Staten Island,15.0
WILLIAM/OLD SLIP,Manhattan,15.0
BQE WB EXIT 37,Queens,15.0
132 STREET,Queens,15.0
BOOTH MEMORIAL AV,Queens,15.0
Prospect Expressway,Brooklyn,15.0
GRAND ARMY PLZ,Brooklyn,15.0
FULTON STREET,Brooklyn,15.0
53 Avenue,Queens,15.0
KLONDIKE AV,Staten Island,15.0
63rd RD APPROACH TO 110th ST,Queens,15.0
Flatbush Ave NB Between,Brooklyn,14.5
AMSTERDAM AVE BET 70th & 71st ST,Manhattan,14.300250626566417
S/B AMSTERDAM AVE @ W 125 ST,Manhattan,14.0
HULL AV,Staten Island,14.0
MIDLAND AVE BET GRANT PL & HYLAN BLVD,Staten Island,14.0
188 STREET,Queens,14.0
LIVONIA AVENUE,Brooklyn,14.0
WHE NB EN 137 ST,Queens,14.0
Austin Street,Queens,14.0
RUTGERS ST,Manhattan,13.0
W/B JEFFERSON AVE @  N RAILROAD AVE,Staten Island,13.0
W/B RICE AVE @ SLOSSON AVE,Staten Island,13.0
N/B CORTELYOU AVE @ ARTHUR KILL RD,Staten Island,13.0
BRONXDALE AV,Bronx,13.0
69 AVENUE,Queens,12.0
LUKE PL,Queens,12.0
W/B 47 AVE @ 193 ST,Queens,12.0
ROCKAWAY BLVD BET 93RD ST & 94TH ST,Queens,12.0
LIBERTY AVE APPROACH TO 94TH ST,Queens,12.0
VANDERBILT AV,Brooklyn,12.0
AVE V-EB APPROACHING NOSTRAND AVE,Brooklyn,12.0
BELT PARKWAY EXIT 21 WESTBOUND,Queens,12.0
S/B KINGS COLLEGE PL @ EAST GUN HILL RD,Bronx,12.0
RALPH AVE S/O CLARENDON RD,Brooklyn,12.0
KELLY BLVD,Staten Island,12.0
Newel Street,Brooklyn,12.0
PALMER AV,Staten Island,12.0
GREENPOINT AV,Brooklyn,12.0
Porter Avenue,Brooklyn,12.0
EMPIRE BLVD @ NOSTRAND AVE,Brooklyn,12.0
S ELLIOTT PL,Brooklyn,12.0
15 Avenue,Queens,12.0
FRESH POND RD,Queens,12.0
MAYFLOWER AV,Bronx,12.0
RIDGE BOULEVARD,Brooklyn,11.907930006501436
149 STREET,Queens,11.5
FRANKLIN ST,Brooklyn,11.0
7TH AVE APPROACHING 11TH ST,Brooklyn,11.0
HENRY HUDSON PKWY SB RAMP TO W 95TH ST,Manhattan,11.0
110 AV,Queens,11.0
W/B RICHMOND RD (W LEG) @ MIDLAND AVE,Staten Island,11.0
ROCKAWAY BLVD EB APPROACHING 101ST ST,Queens,11.0
TER DR,Manhattan,11.0
VERNOB BLVD,Queens,11.0
W 121 ST,Manhattan,11.0
N/B TRYON AVE @ E GUN HILL RD,Bronx,11.0
33 ST,Queens,11.0
N/B E 3 ST @ AVE V,Brooklyn,11.0
N/B WAYNE AVE @ E GUN HILL RD,Bronx,11.0
ARNOLD AV,Queens,10.5
BROADWAY WB APPROACH TO 55TH ST,Queens,10.5
KEW FOREST LANE,Queens,10.166666666666666
West Drive,Brooklyn,10.166666666666666
WAVE STREET,Staten Island,10.0
